Serie;Codigo_municipio;Nombre;municipio_codigo_ine;zona_estadistica_codigo;zona_estadistica;superficie_km2;contratos_primario_indefinidos;contratos_primario_temp;contratos_primario_total;contratos_secundario_indefinidos;contratos_secundario_temp;contratos_secundario_total;contratos_indefinidos;contratos_terciario_indefinidos;contratos_terciario_temp;contratos_terciario_total;contratos_temp;contratos_porcentaje_indefinidos;contratos_porcentaje_temp;contratos_total_registrados;densidad_poblacion;ocupados_primario;ocupados_secundario;ocupados_terciario;num_explotaciones_agricolas_total;num_explotaciones_agricolas_huertos_consumo_propio;num_explotaciones_agricolas_tierra_pastos;sup_explotaciones_agricolas_total;sup_explotaciones_agricolas_huertos_consumo_propio;sup_explotaciones_agricolas_tierra_pastos;sup_edif_indust;sup_total_indust;sup_edif_terc_indust;sup_total_terc_indust;paro_primario;paro_secundario;paro_terciario;poblacion_censada;unidades_productivas_primario;unidades_productivas_secundario;unidades_productivas_terciario;unidades_productivas_total;afiliados_30a49;afiliados_mayores_50;afiliados_menores_18;afiliados_menores_30;afiliados_total;porcentaje_30a49;porcentaje_mayores_50;porcentaje_menores_30;censo_0a4;censo_5a9;censo_10a14;censo_15a19;censo_20a24;censo_25a29;censo_30a34;censo_35a39;censo_40a44;censo_45a49;censo_50a54;censo_55a59;censo_60a64;censo_65a69;censo_70a74;censo_75a79;censo_80a84;censo_85a89;censo_90a94;censo_95a99;censo_100;censo_total;crecimiento_relativo_poblacion;edad_media_total;grado_envejecimiento_mayores_45;grado_envejecimiento_mayores_55;grado_envejecimiento_mayores_65;grado_envejecimiento_mayores_75;grado_envejecimiento_mayores_85;grado_juventud_menores_15;grado_juventud_menores_25;grado_juventud_menores_35;grado_juventud_menores_45;ocupados_total;paro_25_44;paro_mayores_25;paro_mayores_45;paro_menores_25;paro_100_habitantes;paro_registrado_total;porcentaje_mayores_25;porcentaje_menores_25;variacion_paro_registrado;sector
Municipios;0724;Hoyo de Manzanares;280724;05;Oeste Metropolitano;45.23;1;7;8;43;4;47;299;255;236;491;247;54.76;45.24;546;188.53;13;147;3454;0.13;0.0;0.13;4.12;0.0;3.32;0;0;0;0;2;30;299;8.529;10;100;1709;903;1543;1425;0;546;3514;43.91;40.55;15.54;302;440;552;528;571;550;478;491;620;768;753;795;715;451;330;256;158;107;78;27;1;8971;1.74;42.52;49.48;32.53;15.70;6.99;2.37;14.42;26.67;38.13;50.52;2102;0;0;0;88;290;202;13;3.38;303;Terciario
Municipios;0730;Humanes de Madrid;280730;04;Sur Metropolitano;19.66;3;33;36;1766;635;2401;3506;1737;1242;2979;1910;64.73;35.27;5416;1000.56;23;10821;19249;0.21;0.01;0.03;11.11;0.0;0.03;98.85;118.59;499.23;1627.75;10;255;1012;96.113;21;2744;5800;3757;5065;2430;2;1132;8627;58.71;28.17;13.12;903;1240;1705;1321;1002;972;1168;1449;2208;2171;1481;1117;992;797;551;350;186;135;67;15;4;19834;0.36;38.03;39.66;21.25;10.61;3.82;1.11;19.40;31.11;41.90;60.34;13525;118.59;499.23;1627.75;499;1053;554;116;5.87;1169;Secundario
Municipios;0745;Leganés;280745;04;Sur Metropolitano;43.23;19;307;326;3924;1470;5394;17080;13137;16497;29634;18274;48.31;51.69;35354;4418.82;44;15699;119301;0.09;0.0;0.02;8.14;0.0;0.09;0;0;226.59;117.47;97;1756;8633;191.114;35;3880;26537;14777;43953;26496;7;11449;81898;53.67;32.35;13.98;6671;8956;10297;10031;9444;9710;10280;11386;14963;18027;15102;12373;10824;9237;11702;10675;5999;3534;1407;297;59;190974;1.52;44.88;51.96;34.62;22.47;11.50;2.77;13.57;23.77;34.24;48.04;69270;0;226.59;117.47;3395;8805;5410;786;5.03;9591;Terciario
Municipios;0758;Loeches;280758;08;Sudeste Comunidad;44.32;0;0;0;580;461;1041;1137;557;551;1108;1012;52.91;47.09;2149;200.61;7;4120;6513;0.07;0.0;0.01;21.11;0.0;0.04;0;0;0;0;8;104;375;8.897;7;514;1711;1023;2047;1275;1;556;3878;52.78;32.88;14.34;409;560;632;662;481;449;527;738;851;1085;834;636;465;281;198;142;90;72;35;6;0;9153;1.76;38.41;42.00;21.03;9.00;3.77;1.23;17.49;29.98;40.64;58.00;4776;0;0;0;149;429;280;49;5.25;478;Secundario
Municipios;0761;Lozoya;280761;06;Sierra Norte;57.69;0;0;0;5;18;23;69;64;352;416;370;15.72;84.28;439;10.02;5;28;345;0.22;0.0;0.21;15.09;0.0;15.07;0;0;0;0;0;2;26;580;5;18;129;74;109;77;0;15;201;54.23;38.31;7.46;16;17;18;22;23;26;34;41;42;46;53;59;51;48;45;28;26;16;6;4;0;621;3.50;50.20;61.51;45.57;27.86;12.88;4.19;8.21;15.46;25.12;38.49;265;0;0;0;11;30;19;2;5.15;32;
Municipios;9015;Lozoyuela-Navas-Sieteiglesias;289015;06;Sierra Norte;51.43;5;0;5;28;1;29;164;131;211;342;212;43.62;56.38;376;26.03;5;82;932;0.24;0.04;0.23;15.13;0.0;15.11;0;0;0;0;1;14;55;1.340;5;44;284;162;210;170;0;69;449;46.77;37.86;15.37;49;70;95;72;74;65;67;86;120;169;129;109;83;72;50;59;38;36;25;4;1;1473;1.03;44.43;52.61;32.38;19.35;11.07;4.48;14.53;24.44;33.40;47.39;652;0;0;0;27;73;46;4;5.19;77;Terciario
Municipios;0783;Madarcos;280783;06;Sierra Norte;8.55;0;0;0;53;12;65;262;209;238;447;250;51.17;48.83;512;5.72;1;4;56;0.05;0.0;0.05;9.45;0.0;9.08;0;0;0;0;0;0;2;49;1;3;19;11;11;15;0;3;29;37.93;51.72;10.34;2;1;4;4;0;7;1;5;4;7;6;9;2;6;3;1;6;3;1;0;0;72;14.29;49.27;61.11;43.06;27.78;15.28;5.56;9.72;15.28;26.39;38.89;70;0;0;0;0;1;1;0;1.39;1;Terciario
Municipios;0796;Madrid;0;0;0;0;1603;1478;3081;74090;32251;106341;666176;590483;657690;1248173;691419;49.07;50.93;1357595;5512.13;2505;206557;4004353;1.09;0.03;0.12;20.3;0.0;0.72;98.85;118.59;499.23;1627.75;1152;20347;139724;6.779.888;1499;41056;815868;424848;758224;521269;103;214508;1494001;50.75;34.89;14.36;124448;140109;150484;154206;180665;228310;239794;231133;248990;265700;251449;241670;209042;165765;143320;132034;98336;80430;41780;11079;1432;3340176;2.24;44.35;49.16;33.68;20.18;10.93;4.03;12.43;22.45;36.47;50.84;2220038;118.59;499.23;1627.75;54392;138992;84600;10271;4.48;149263;
Municipios;0800;Majadahonda;280800;05;Oeste Metropolitano;38.47;14;31;45;521;293;814;8588;8053;7392;15445;7716;52.67;47.33;16304;1874.64;53;2369;62566;0.08;0.0;0.04;15.47;0.0;6.81;0;0;11.36;27.27;8;196;1981;72.155;37;698;19851;10220;15543;11844;3;4513;31900;48.72;37.13;14.15;2940;3850;4746;5061;4583;3828;3620;4122;5024;6183;6005;5332;4324;3531;3453;2958;1660;983;486;128;16;72833;0.61;42.06;48.14;31.40;18.14;8.56;2.21;15.84;29.08;39.31;51.86;34209;0;11.36;27.27;612;1912;1300;65;2.73;1977;Terciario
Municipios;0822;Manzanares el Real;280822;11;Sierra Central;128.31;3;1;4;39;16;55;286;244;345;589;362;44.14;55.86;648;69.92;16;232;2672;0.19;0.01;0.19;58.24;0.0;54.95;0;0;0;0;3;62;429;8.936;12;164;1382;771;1775;1382;1;425;3582;49.55;38.58;11.86;366;563;594;569;430;362;421;577;883;1099;947;727;566;375;329;234;175;108;54;17;0;9396;1.26;41.69;49.29;27.51;13.75;6.26;1.91;16.21;26.84;35.17;50.71;1486;0;0;0;141;409;268;24;4.61;433;Terciario
Municipios;0838;Meco;280838;07;Nordeste Comunidad;34.93;7;5;12;920;853;1773;2550;1623;7762;9385;8620;22.83;77.17;11170;419.74;39;3709;12792;0.33;0.0;0.02;38.19;0.0;16.57;62.26;46.69;0;0;4;186;705;14.670;10;467;2195;1276;2817;2000;1;956;5773;48.80;34.64;16.56;684;912;1058;1058;870;865;974;1095;1396;1587;1380;1206;918;566;361;236;120;109;47;9;0;15451;1.66;38.67;42.32;23.12;9.37;3.37;1.07;17.18;29.66;41.56;57.68;8030;46.69;0;0;271;678;407;65;4.82;743;Terciario
Municipios;0843;Mejorada del Campo;280843;03;Este Metropolitano;17.93;0;0;0;719;204;923;1884;1165;1053;2218;1257;59.98;40.02;3141;1316.94;10;4113;11370;0.17;0.01;0.03;5.4;0.0;0.66;0;0;0;0;10;290;1219;23.639;9;1140;3884;2348;5824;3341;1;1579;10744;54.21;31.10;14.70;935;1261;1505;1497;1332;1285;1405;1737;2340;2216;1863;1745;1497;1407;950;564;245;224;95;26;4;24133;1.50;40.94;44.90;28.00;14.57;4.80;1.45;15.34;27.06;38.20;55.10;7192;0;0;0;505;1198;693;128;5.46;1326;Terciario
Municipios;0856;Miraflores de la Sierra;280856;11;Sierra Central;56.40;9;4;13;23;4;27;240;208;461;669;469;33.85;66.15;709;112.70;23;244;2063;0.25;0.02;0.25;25.4;0.0;25.28;0;0;0;0;6;38;341;73;17;175;1045;603;1262;998;1;328;2588;48.76;38.56;12.67;247;336;429;432;355;314;383;443;603;690;644;584;503;315;234;199;142;88;45;4;0;6990;4.22;42.42;49.33;30.24;14.69;6.84;1.96;14.48;25.74;35.71;50.67;1255;0;0;0;107;332;225;24;5.13;356;Terciario
Municipios;0869;Molar (El);280869;07;Nordeste Comunidad;50.19;8;0;8;73;18;91;408;327;509;836;527;43.64;56.36;935;184.96;26;278;2679;0.99;0.07;0.21;16.74;0.0;2.47;0;0;0;0;4;85;392;2.004;20;177;1237;700;1970;1182;1;491;3643;54.08;32.45;13.48;445;547;624;540;530;522;647;764;956;992;814;678;510;371;304;217;145;102;59;13;1;9781;3.65;40.01;43.00;24.54;12.39;5.49;1.79;16.52;27.46;39.41;57.00;1620;0;0;0;182;448;266;37;4.97;485;Terciario
Municipios;0875;Molinos (Los);280875;11;Sierra Central;19.16;2;0;2;28;5;33;223;193;113;306;118;65.40;34.60;341;231.13;12;749;1774;0.28;0.01;0.28;7.71;0.0;7.71;0;0;0;0;1;33;193;4.433;10;113;717;412;889;710;0;294;1893;46.96;37.51;15.53;153;168;216;263;311;268;315;261;315;345;384;455;416;294;201;180;135;94;52;15;1;4842;1.81;45.32;53.12;38.06;20.07;9.85;3.35;11.09;22.95;34.99;46.88;985;0;0;0;66;193;127;10;4.24;203;Terciario
Municipios;0881;Montejo de la Sierra;280881;06;Sierra Norte;32.18;0;0;0;1;1;2;50;49;66;115;67;42.74;57.26;117;11.30;7;12;356;0.12;0.02;0.11;6.27;0.0;6.24;0;0;0;0;0;4;14;73;7;10;80;48;35;50;0;25;110;31.82;45.45;22.73;2;12;12;20;23;21;14;12;22;32;38;41;32;17;16;18;16;15;10;6;0;379;1.61;50.74;63.59;45.12;25.86;17.15;8.18;6.86;18.21;27.44;36.41;176;0;0;0;6;11;5;0;2.89;11;Terciario
Municipios;0894;Moraleja de Enmedio;280894;09;Sudoeste Comunidad;31.17;1;0;1;313;147;460;615;301;151;452;298;67.36;32.64;913;166.72;15;1949;3965;0.25;0.03;0.08;22.28;0.0;0.59;0;0;0;0;1;40;231;5.200;13;520;1312;832;1163;769;2;402;2334;49.83;32.95;17.22;222;320;368;328;297;308;306;384;523;481;471;416;300;286;175;131;81;67;36;5;1;5506;1.53;40.67;44.50;27.21;14.20;5.83;1.98;16.53;27.88;39.03;55.50;2451;0;0;0;90;225;135;19;4.47;244;Terciario
Municipios;0908;Moralzarzal;280908;11;Sierra Central;43.56;6;7;13;128;24;152;920;786;336;1122;367;71.48;28.52;1287;306.18;22;399;5442;0.14;0.0;0.14;12.95;0.0;11.91;0;0;0;0;3;85;531;13.334;15;225;2336;1267;2384;2212;0;824;5420;43.99;40.81;15.20;468;748;1006;1058;846;623;577;673;1061;1489;1525;1177;831;595;466;409;245;183;87;34;2;14103;1.46;41.62;49.94;28.57;14.33;6.81;2.17;15.76;29.26;37.77;50.06;3253;0;0;0;130;488;358;48;3.79;536;Terciario
Municipios;0915;Morata de Tajuña;280915;08;Sudeste Comunidad;45.29;6;66;72;125;58;183;289;158;292;450;416;40.99;59.01;705;173.15;63;783;2548;1.21;0.08;0.06;25.75;0.0;1.27;0;0;0;0;20;125;395;2.990;53;174;1015;606;1717;967;0;459;3143;54.63;30.77;14.60;334;400;463;456;381;407;522;536;661;720;632;557;508;406;356;282;175;152;101;33;3;8085;1.60;43.19;48.55;31.82;18.65;9.23;3.57;14.81;25.16;36.65;51.45;1636;0;0;0;176;441;265;39;5.91;480;Terciario
Municipios;0920;Móstoles;280920;04;Sur Metropolitano;44.90;21;2;23;2136;1534;3670;10437;8280;7556;15836;9092;53.44;46.56;19529;4676.65;62;14224;91279;0.19;0.0;0.05;21.2;0.0;1.03;81.89;53.23;636.75;732.2;133;2161;9695;210.309;57;3383;25078;13933;51724;27298;8;12493;91515;56.52;29.83;13.65;8177;10152;10712;10117;9841;10412;12393;15091;18563;18193;13955;13226;12601;13786;14773;9810;4468;2710;1219;352;41;210592;0.99;44.33;49.92;34.66;22.39;8.83;2.05;13.79;23.27;34.10;50.08;51669;53.23;636.75;732.2;4185;10022;5837;838;5.14;10860;Terciario
Municipios;0936;Navacerrada;280936;11;Sierra Central;27.51;0;4;4;34;22;56;252;218;113;331;139;64.45;35.55;391;94.73;1;92;1428;0.12;0.0;0.12;13.89;0.0;13.89;0;0;0;0;0;14;117;3.091;1;67;708;384;579;471;1;145;1195;48.45;39.41;12.13;122;122;200;202;153;144;156;184;233;320;337;268;238;173;151;104;88;71;20;7;0;3293;1.82;44.43;53.96;34.01;18.65;8.81;2.98;13.48;24.26;33.37;46.04;812;0;0;0;39;128;89;5;4.05;133;Terciario
Municipios;0941;Navalafuente;280941;06;Sierra Norte;12.18;5;0;5;6;2;8;70;59;50;109;52;57.38;42.62;122;123.95;11;37;361;0.14;0.01;0.14;6.49;0.0;6.42;0;0;0;0;2;15;91;1.511;10;25;184;107;307;204;0;95;606;50.66;33.66;15.68;91;113;100;87;78;82;75;132;145;159;139;154;97;86;57;27;23;14;11;2;0;1672;4.17;40.39;45.99;28.17;13.16;4.61;1.61;18.18;28.05;37.44;54.01;227;0;0;0;38;97;59;9;6.48;106;Terciario
Municipios;0954;Navalagamella;280954;10;Sierra Sur;75.76;3;61;64;15;7;22;95;77;68;145;136;41.13;58.87;231;34.80;14;45;699;0.19;0.01;0.19;22.5;0.0;16.62;0;0;0;0;4;26;133;2.637;13;34;331;187;500;369;0;144;1013;49.36;36.43;14.22;139;167;209;190;141;166;169;190;259;290;280;251;168;112;108;62;60;29;15;6;0;3011;5.87;40.48;45.87;26.93;13.02;5.71;1.66;17.10;28.10;39.22;54.13;394;0;0;0;62;170;108;9;6.00;179;Terciario
Municipios;0967;Navalcarnero;280967;09;Sudoeste Comunidad;100.84;23;11;34;500;207;707;2226;1703;1775;3478;1993;52.76;47.24;4219;297.20;66;2200;16412;2.23;0.09;0.27;51.79;0.0;2.45;0;0;0;0;22;292;1319;29.985;40;755;4170;2406;6678;3664;2;1805;12147;54.98;30.16;14.86;1706;2277;2295;1925;1481;1453;1814;2488;3351;3161;2414;1970;1573;1120;993;719;476;443;224;66;6;31955;1.90;39.08;41.20;23.75;12.66;6.05;2.31;19.65;30.31;40.53;58.80;11157;0;0;0;637;1413;776;138;4.85;1551;Terciario
Municipios;0973;Navarredonda y San Mamés;280973;06;Sierra Norte;28.47;0;0;0;2;0;2;55;53;129;182;129;29.89;70.11;184;4.53;3;6;71;0.1;0.0;0.1;5.54;0.0;5.48;0;0;0;0;0;3;4;129;3;4;31;19;14;19;0;5;38;36.84;50.00;13.16;5;4;0;3;5;5;11;11;7;4;12;19;22;18;5;9;3;4;3;2;1;153;6.99;53.26;66.67;56.21;29.41;14.38;6.54;5.88;11.11;21.57;33.33;124;0;0;0;2;6;4;0;4.00;6;Terciario
Municipios;0992;Navas del Rey;280992;10;Sierra Sur;50.51;1;0;1;25;6;31;138;112;159;271;165;45.54;54.46;303;58.69;7;208;1169;0.46;0.03;0.15;15.27;0.0;14.36;0;0;0;0;4;37;166;1.172;7;87;476;278;558;319;0;165;1042;53.55;30.61;15.83;153;155;172;186;172;163;181;228;275;287;244;241;179;147;151;119;75;61;46;8;1;3244;3.77;43.02;48.06;31.69;18.74;9.56;3.58;14.80;25.83;36.44;51.94;762;0;0;0;60;167;107;18;5.70;185;Terciario
Municipios;1006;Nuevo Baztán;281006;08;Sudeste Comunidad;20.10;0;0;0;100;51;151;381;281;166;447;217;63.71;36.29;598;320.78;7;327;2022;0.09;0.0;0.0;8.21;0.0;0.0;0;0;0;0;2;89;320;6.454;6;167;1016;583;1072;1012;1;388;2472;43.37;40.94;15.70;261;340;388;451;390;351;382;505;571;626;649;629;541;405;279;172;89;64;24;9;0;7126;3.43;42.20;48.93;31.04;14.62;5.02;1.36;13.88;25.68;35.97;51.07;1244;0;0;0;129;368;239;30;5.65;398;Terciario
Municipios;1013;Olmeda de las Fuentes;281013;08;Sudeste Comunidad;16.52;3;1;4;3;5;8;17;11;15;26;21;44.74;55.26;38;20.92;5;23;232;0.09;0.0;0.02;7.38;0.0;0.15;0;0;153.36;36.85;0;0;15;346;4;10;107;60;71;51;0;12;134;52.99;38.06;8.96;13;25;24;17;19;19;16;15;30;65;32;41;28;16;15;12;7;7;4;0;0;405;6.58;43.61;56.05;32.10;15.06;7.41;2.72;15.31;24.20;32.84;43.95;201;0;153.36;36.85;7;19;12;1;4.98;20;Terciario
Municipios;1028;Orusco de Tajuña;281028;08;Sudeste Comunidad;21.36;3;0;3;9;7;16;29;17;54;71;61;32.22;67.78;90;60.57;4;50;517;0.35;0.05;0.04;3.53;0.0;0.09;0;0;0;0;0;21;72;2.990;4;21;126;74;234;156;0;63;453;51.66;34.44;13.91;43;64;78;92;66;67;82;76;122;125;122;105;74;66;58;57;35;47;33;9;1;1422;5.96;45.24;51.48;34.11;21.52;12.80;6.33;13.01;24.12;34.60;48.52;302;0;0;0;31;83;52;12;6.71;95;Terciario
Municipios;1049;Paracuellos de Jarama;281049;03;Este Metropolitano;43.78;5;2;7;530;202;732;1856;1321;1027;2348;1231;60.12;39.88;3087;591.58;28;3226;12666;0.15;0.01;0.04;12.7;0.0;0.2;191.93;119.82;0;0;21;104;682;4.581;13;736;4751;2628;5821;3487;1;1184;10492;55.48;33.23;11.28;1320;2285;2691;1969;1203;832;979;1804;2993;3460;2614;1552;1004;726;619;447;255;172;90;16;3;27034;1.49;36.75;40.53;18.07;8.61;3.64;1.04;23.29;35.02;41.72;59.47;7614;119.82;0;0;267;760;493;53;3.01;813;Terciario
Municipios;1065;Parla;281065;04;Sur Metropolitano;25.02;16;8;24;1551;561;2112;5832;4265;4852;9117;5421;51.83;48.17;11253;5343.55;43;4885;39118;0.17;0.0;0.02;14.71;0.0;0.02;150.04;180.05;53.51;93.64;87;1887;7242;133.482;39;1848;12726;7166;31614;14867;6;8132;54613;57.89;27.22;14.89;6196;8682;9810;7843;7021;7041;8010;9770;13824;13610;9788;7421;6114;6108;5234;3337;1613;917;390;96;17;132842;2.02;39.03;41.14;23.52;13.33;4.80;1.07;18.58;29.77;41.10;58.86;22965;180.05;53.51;93.64;3567;7718;4151;662;6.30;8380;Terciario
Municipios;1071;Patones;281071;06;Sierra Norte;35.07;0;0;0;0;1;1;35;35;74;109;75;31.82;68.18;110;15.37;1;14;302;0.11;0.02;0.05;4.82;0.0;4.32;0;0;0;0;0;1;13;539;1;11;111;61;83;62;0;12;157;52.87;39.49;7.64;23;26;21;22;18;16;23;42;40;39;42;33;37;35;43;20;20;35;21;10;0;566;6.19;50.70;59.19;44.88;32.51;18.73;11.66;12.37;19.43;26.33;40.81;233;0;0;0;4;20;16;1;3.71;21;Terciario
Municipios;1087;Pedrezuela;281087;06;Sierra Norte;28.54;0;0;0;67;27;94;315;248;158;406;185;63.00;37.00;500;215.41;31;189;1905;0.15;0.0;0.14;4.56;0.0;4.56;0;0;0;0;5;43;239;6.150;11;99;832;462;1304;820;1;306;2430;53.66;33.74;12.59;310;438;469;342;253;301;348;457;704;715;555;451;316;221;179;138;74;67;38;12;3;6391;1.53;39.50;43.33;23.45;11.45;5.19;1.88;19.04;28.35;38.51;56.67;1053;0;0;0;114;264;150;12;4.31;276;Terciario
Municipios;1090;Pelayos de la Presa;281090;10;Sierra Sur;7.57;13;0;13;54;24;78;171;104;152;256;176;49.28;50.72;347;353.50;7;134;1059;0.04;0.0;0.03;1.02;0.0;0.83;0;0;0;0;1;36;179;2.676;4;83;460;264;453;299;0;141;893;50.73;33.48;15.79;117;134;147;159;166;159;166;204;226;240;232;237;189;170;126;99;88;70;26;6;1;2962;3.10;43.99;50.10;34.17;19.78;9.79;3.48;13.44;24.41;35.38;49.90;710;0;0;0;76;202;126;11;7.14;213;Terciario
Municipios;1104;Perales de Tajuña;281104;08;Sudeste Comunidad;49.07;2;3;5;33;9;42;195;160;103;263;115;62.90;37.10;310;60.62;14;182;978;0.89;0.08;0.05;6.5;0.0;1.29;0;0;0;0;2;64;184;2.990;11;90;398;239;566;399;0;178;1143;49.52;34.91;15.57;149;148;182;170;152;170;173;217;278;284;286;244;201;143;101;100;81;59;23;3;0;3164;1.83;42.53;48.20;30.18;16.12;8.41;2.69;15.14;25.32;36.16;51.80;609;0;0;0;93;237;144;16;7.97;253;Terciario
Municipios;1111;Pezuela de las Torres;281111;08;Sudeste Comunidad;41.68;2;10;12;1;1;2;34;31;92;123;103;24.82;75.18;137;20.79;29;22;313;0.36;0.01;0.02;31.39;0.0;1.27;0;0;0;0;0;7;29;867;17;21;136;85;152;88;0;34;274;55.47;32.12;12.41;48;58;56;38;48;40;53;74;94;75;75;74;64;51;45;27;27;18;15;2;0;982;5.25;43.31;48.17;32.89;18.84;9.06;3.56;16.50;25.25;34.73;51.83;207;0;0;0;15;51;36;3;5.53;54;Terciario
Municipios;1126;Pinilla del Valle;281126;06;Sierra Norte;25.45;0;0;0;3;5;8;14;11;19;30;24;36.84;63.16;38;7.47;1;3;70;0.06;0.0;0.06;4.01;0.0;4.01;0;0;0;0;0;2;9;4.291;1;2;25;14;22;25;0;13;60;36.67;41.67;21.67;6;4;9;4;11;13;5;12;14;17;19;13;23;15;15;8;5;7;4;0;0;204;3.03;49.91;61.76;44.12;26.47;11.76;5.39;9.31;16.67;25.49;38.24;67;0;0;0;4;9;5;1;4.90;10;Terciario
Municipios;1132;Pinto;281132;04;Sur Metropolitano;61.98;4;28;32;1671;1500;3171;6491;4816;7154;11970;8682;42.78;57.22;15173;859.66;72;8463;39391;0.26;0.02;0.01;45.42;0.0;3.69;23.36;14.02;54.82;41.11;17;562;2502;53.325;25;1263;8467;4693;12236;7059;3;3185;22480;54.43;31.40;14.17;2421;3299;3673;3368;2750;2738;3241;4195;5178;5796;4599;3675;2802;2214;1951;1448;860;619;278;69;4;55178;1.90;40.22;44.07;25.23;13.49;5.94;1.76;17.02;28.11;38.95;55.93;23726;14.02;54.82;41.11;1014;2558;1544;224;5.04;2782;Terciario
Municipios;1147;Piñuécar-Gandullas;0;0;0;0;1;0;1;0;0;0;6;5;7;12;7;46.15;53.85;13;9.81;6;7;83;0.15;0.02;0.15;8.22;0.0;8.17;0;0;0;0;0;1;11;179;5;5;32;21;32;36;0;11;79;40.51;45.57;13.92;5;10;4;8;5;9;8;14;16;12;17;25;9;9;7;4;3;11;2;0;0;178;-3.26;47.26;55.62;39.33;20.22;11.24;7.30;10.67;17.98;27.53;44.38;131;0;0;0;2;4;2;0;2.25;4;Terciario
Municipios;1150;Pozuelo de Alarcón;281150;05;Oeste Metropolitano;43.10;10;24;34;1195;308;1503;15240;14035;17819;31854;18151;45.64;54.36;33391;2022.86;160;3964;150938;0.11;0.01;0.0;0.12;0.0;0.0;0;0;0;0;13;221;2044;87.165;63;959;30259;15545;16995;15283;4;5998;38276;44.40;39.93;15.67;3449;4749;5682;6286;5953;5000;4038;4438;5437;6971;7197;7058;5663;4473;4154;3454;2164;1381;704;211;42;88504;0.99;42.42;49.12;33.11;18.74;8.99;2.64;15.68;29.51;39.72;50.88;81280;0;0;0;577;2000;1423;83;2.35;2083;Terciario
Municipios;1163;Pozuelo del Rey;281163;08;Sudeste Comunidad;30.91;0;0;0;26;0;26;54;28;29;57;29;65.06;34.94;83;37.88;9;41;333;0.24;0.0;0.03;25.86;0.0;0.19;0;0;0;0;0;17;57;1.172;8;22;149;88;292;147;0;46;485;60.21;30.31;9.48;65;91;99;65;40;37;109;122;155;125;85;80;70;51;23;27;13;10;8;1;0;1276;4.93;38.56;38.64;22.18;10.42;4.62;1.49;19.98;28.21;39.66;61.36;191;0;0;0;27;68;41;9;6.14;77;Terciario
Municipios;1179;Prádena del Rincón;281179;06;Sierra Norte;22.50;0;0;0;0;1;1;11;11;13;24;14;44.00;56.00;25;5.55;3;20;92;0.08;0.01;0.08;4.42;0.0;4.42;0;0;0;0;0;1;2;125;3;9;25;18;32;17;0;1;50;64.00;34.00;2.00;2;4;14;6;3;3;11;8;10;18;19;12;7;7;4;6;3;6;5;2;0;150;2.74;47.67;59.33;34.67;22.00;14.67;8.67;13.33;19.33;28.67;40.67;108;0;0;0;0;5;5;1;4.00;6;Terciario
Municipios;1185;Puebla de la Sierra;281185;06;Sierra Norte;56.69;0;0;0;0;0;0;4;4;13;17;13;23.53;76.47;17;1.29;2;2;32;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;2;2;73;2;1;15;9;12;7;0;0;19;63.16;36.84;0.00;1;3;3;1;2;4;15;7;4;11;8;7;7;7;11;5;1;1;1;3;0;102;20.00;50.69;60.78;42.16;28.43;10.78;4.90;6.86;9.80;28.43;39.22;72;0;0;0;2;5;3;0;5.05;5;Terciario
Municipios;9020;Puentes Viejas;289020;06;Sierra Norte;58.54;0;0;0;2;1;3;16;14;10;24;11;59.26;40.74;27;11.93;4;33;327;0.22;0.04;0.22;9.8;0.0;9.79;0;0;0;0;2;5;27;699;4;15;115;67;101;104;0;32;237;42.62;43.88;13.50;22;32;53;32;31;30;36;48;74;73;59;72;53;33;40;30;15;18;3;3;1;758;8.44;45.06;52.77;35.36;18.87;9.23;3.30;14.12;22.43;31.13;47.23;365;0;0;0;10;28;18;0;3.68;28;Terciario
Municipios;1198;Quijorna;281198;09;Sudoeste Comunidad;25.68;1;2;3;26;3;29;97;70;115;185;120;44.70;55.30;217;137.78;18;70;977;0.09;0.02;0.02;10.81;0.0;3.55;0;0;0;0;4;19;138;3.541;13;50;546;301;726;544;0;221;1491;48.69;36.49;14.82;164;214;297;301;240;196;164;248;275;417;381;273;170;124;125;99;71;56;32;9;0;3856;4.70;39.98;45.57;24.87;13.38;6.92;2.52;17.51;31.54;40.87;54.43;598;0;0;0;52;163;111;9;4.45;172;Terciario
Municipios;1202;Rascafría;281202;06;Sierra Norte;149.28;1;0;1;15;6;21;126;110;177;287;183;40.78;59.22;309;11.55;30;126;1068;0.35;0.01;0.34;23.45;0.0;23.36;0;0;0;0;3;9;60;1.725;25;55;457;264;289;276;0;105;670;43.13;41.19;15.67;42;52;53;60;78;79;113;98;101;112;132;185;158;152;107;86;59;42;25;5;0;1739;-0.63;49.84;61.13;47.10;27.37;12.48;4.14;8.45;16.39;27.43;38.87;648;0;0;0;20;69;49;5;4.26;74;Terciario
