superficie_km2;contratos_primario_indefinidos;contratos_primario_temp;contratos_primario_total;contratos_secundario_indefinidos;contratos_secundario_temp;contratos_secundario_total;contratos_indefinidos;contratos_terciario_indefinidos;contratos_terciario_temp;contratos_terciario_total;contratos_temp;contratos_porcentaje_indefinidos;contratos_porcentaje_temp;contratos_total_registrados;densidad_poblacion;ocupados_primario;ocupados_secundario;ocupados_terciario;num_explotaciones_agricolas_total;num_explotaciones_agricolas_huertos_consumo_propio;num_explotaciones_agricolas_tierra_pastos;sup_explotaciones_agricolas_total;sup_explotaciones_agricolas_huertos_consumo_propio;sup_explotaciones_agricolas_tierra_pastos;sup_edif_indust;sup_total_indust;sup_edif_terc_indust;sup_total_terc_indust;paro_primario;paro_secundario;paro_terciario;poblacion_censada;unidades_productivas_primario;unidades_productivas_secundario;unidades_productivas_terciario;unidades_productivas_total;afiliados_30a49;afiliados_mayores_50;afiliados_menores_18;afiliados_menores_30;afiliados_total;porcentaje_30a49;porcentaje_mayores_50;porcentaje_menores_30;censo_0a4;censo_5a9;censo_10a14;censo_15a19;censo_20a24;censo_25a29;censo_30a34;censo_35a39;censo_40a44;censo_45a49;censo_50a54;censo_55a59;censo_60a64;censo_65a69;censo_70a74;censo_75a79;censo_80a84;censo_85a89;censo_90a94;censo_95a99;censo_100;censo_total;crecimiento_relativo_poblacion;edad_media_total;grado_envejecimiento_mayores_45;grado_envejecimiento_mayores_55;grado_envejecimiento_mayores_65;grado_envejecimiento_mayores_75;grado_envejecimiento_mayores_85;grado_juventud_menores_15;grado_juventud_menores_25;grado_juventud_menores_35;grado_juventud_menores_45;ocupados_total;paro_25_44;paro_mayores_25;paro_mayores_45;paro_menores_25;paro_100_habitantes;paro_registrado_total;porcentaje_mayores_25;porcentaje_menores_25;variacion_paro_registrado;sector
43.56;6;7;13;128;24;152;920;786;336;1122;367;71.48;28.52;1287;323.83;33;457;6087;14;0;14;1295.1;0.0;1191.42;0.0;0.0;0.0;0.0;7;62;427;14103;12;239;2449;1328;2384;2212;0;824;5420;43.99;40.81;15.2;468;748;1006;1058;846;623;577;673;1061;1489;1525;1177;831;595;466;409;245;183;87;34;2;14103;1.46;41.62;49.94;28.57;14.33;6.81;2.17;15.76;29.26;37.77;50.06;3253;130;488;358;48;3.79;536;91.04;8.96;-7.59;Terciario
45.29;6;66;72;125;58;183;289;158;292;450;416;40.99;59.01;705;178.4;70;755;2675;121;8;6;2574.99;0.21;126.88;0.0;0.0;0.0;0.0;24;83;337;8085;56;182;1034;623;1717;967;0;459;3143;54.63;30.77;14.6;334;400;463;456;381;407;522;536;661;720;632;557;508;406;356;282;175;152;101;33;3;8085;1.6;43.19;48.55;31.82;18.65;9.23;3.57;14.81;25.16;36.65;51.45;1636;176;441;265;39;5.91;480;91.88;8.13;-11.6;Terciario
44.9;21;2;23;2136;1534;3670;10437;8280;7556;15836;9092;53.44;46.56;19529;4682.94;51;14018;94068;19;0;5;2120.45;0.0;103.03;81.89;53.23;636.75;732.2;101;1601;8376;210592;47;3322;24800;13782;51724;27298;8;12493;91515;56.52;29.83;13.65;8177;10152;10712;10117;9841;10412;12393;15091;18563;18193;13955;13226;12601;13786;14773;9810;4468;2710;1219;352;41;210592;0.99;44.33;49.92;34.66;22.39;8.83;2.05;13.79;23.27;34.1;50.08;51669;4185;10022;5837;838;5.14;10860;92.28;7.72;-9.28;Terciario
27.51;0;4;4;34;22;56;252;218;113;331;139;64.45;35.55;391;100.92;0;100;1534;12;0;12;1389.35;0.0;1389.35;0.0;0.0;0.0;0.0;1;12;111;3293;0;59;721;388;579;471;1;145;1195;48.45;39.41;12.13;122;122;200;202;153;144;156;184;233;320;337;268;238;173;151;104;88;71;20;7;0;3293;1.82;44.43;53.96;34.01;18.65;8.81;2.98;13.48;24.26;33.37;46.04;812;39;128;89;5;4.05;133;96.24;3.76;1.53;Terciario
12.18;5;0;5;6;2;8;70;59;50;109;52;57.38;42.62;122;137.16;9;36;417;14;1;14;649.02;0.04;642.44;0.0;0.0;0.0;0.0;3;12;80;1672;9;25;180;105;307;204;0;95;606;50.66;33.66;15.68;91;113;100;87;78;82;75;132;145;159;139;154;97;86;57;27;23;14;11;2;0;1672;4.17;40.39;45.99;28.17;13.16;4.61;1.61;18.18;28.05;37.44;54.01;227;38;97;59;9;6.48;106;91.51;8.49;6.0;Terciario
75.76;3;61;64;15;7;22;95;77;68;145;136;41.13;58.87;231;39.73;14;47;736;19;1;19;2250.44;0.01;1662.28;0.0;0.0;0.0;0.0;5;30;127;3011;12;37;330;187;500;369;0;144;1013;49.36;36.43;14.22;139;167;209;190;141;166;169;190;259;290;280;251;168;112;108;62;60;29;15;6;0;3011;5.87;40.48;45.87;26.93;13.02;5.71;1.66;17.1;28.1;39.22;54.13;394;62;170;108;9;6.0;179;94.97;5.03;2.87;Terciario
100.84;23;11;34;500;207;707;2226;1703;1775;3478;1993;52.76;47.24;4219;316.73;70;2446;20430;223;9;27;5178.81;0.29;245.13;0.0;0.0;0.0;0.0;14;213;1199;31955;43;780;4411;2540;6678;3664;2;1805;12147;54.98;30.16;14.86;1706;2277;2295;1925;1481;1453;1814;2488;3351;3161;2414;1970;1573;1120;993;719;476;443;224;66;6;31955;1.9;39.08;41.2;23.75;12.66;6.05;2.31;19.65;30.31;40.53;58.8;11157;637;1413;776;138;4.85;1551;91.1;8.9;-15.52;Terciario
28.47;0;0;0;2;0;2;55;53;129;182;129;29.89;70.11;184;5.37;3;26;219;10;0;10;553.53;0.0;548.33;0.0;0.0;0.0;0.0;0;3;3;153;3;4;31;19;14;19;0;5;38;36.84;50.0;13.16;5;4;0;3;5;5;11;11;7;4;12;19;22;18;5;9;3;4;3;2;1;153;6.99;53.26;66.67;56.21;29.41;14.38;6.54;5.88;11.11;21.57;33.33;124;2;6;4;0;4.0;6;100.0;0.0;0.0;Terciario
50.51;1;0;1;25;6;31;138;112;159;271;165;45.54;54.46;303;64.19;8;185;1363;46;3;15;1526.99;0.12;1435.98;0.0;0.0;0.0;0.0;2;29;138;3244;8;82;514;296;558;319;0;165;1042;53.55;30.61;15.83;153;155;172;186;172;163;181;228;275;287;244;241;179;147;151;119;75;61;46;8;1;3244;3.77;43.02;48.06;31.69;18.74;9.56;3.58;14.8;25.83;36.44;51.94;762;60;167;107;18;5.7;185;90.27;9.73;-11.9;Terciario
20.1;0;0;0;100;51;151;381;281;166;447;217;63.71;36.29;598;354.17;7;358;2153;9;0;0;820.5;0.0;0.0;0.0;0.0;0.0;0.0;5;76;291;7126;6;169;1057;607;1072;1012;1;388;2472;43.37;40.94;15.7;261;340;388;451;390;351;382;505;571;626;649;629;541;405;279;172;89;64;24;9;0;7126;3.43;42.2;48.93;31.04;14.62;5.02;1.36;13.88;25.68;35.97;51.07;1244;129;368;239;30;5.65;398;92.46;7.54;5.01;Terciario
16.52;3;1;4;3;5;8;17;11;15;26;21;44.74;55.26;38;24.49;7;17;378;9;0;2;737.65;0.0;15.37;0.0;0.0;153.36;36.85;1;2;16;405;6;7;95;54;71;51;0;12;134;52.99;38.06;8.96;13;25;24;17;19;19;16;15;30;65;32;41;28;16;15;12;7;7;4;0;0;405;6.58;43.61;56.05;32.1;15.06;7.41;2.72;15.31;24.2;32.84;43.95;201;7;19;12;1;4.98;20;95.0;5.0;66.67;Terciario
21.36;3;0;3;9;7;16;29;17;54;71;61;32.22;67.78;90;66.51;4;42;565;35;5;4;352.59;0.22;8.98;0.0;0.0;0.0;0.0;2;12;68;1422;4;25;146;85;234;156;0;63;453;51.66;34.44;13.91;43;64;78;92;66;67;82;76;122;125;122;105;74;66;58;57;35;47;33;9;1;1422;5.96;45.24;51.48;34.11;21.52;12.8;6.33;13.01;24.12;34.6;48.52;302;31;83;52;12;6.71;95;87.37;12.63;-5.94;Terciario
43.78;5;2;7;530;202;732;1856;1321;1027;2348;1231;60.12;39.88;3087;617.07;24;2904;13451;15;1;4;1270.31;0.03;20.12;191.93;119.82;0.0;0.0;25;99;668;27034;11;720;4961;2731;5821;3487;1;1184;10492;55.48;33.23;11.28;1320;2285;2691;1969;1203;832;979;1804;2993;3460;2614;1552;1004;726;619;447;255;172;90;16;3;27034;1.49;36.75;40.53;18.07;8.61;3.64;1.04;23.29;35.02;41.72;59.47;7614;267;760;493;53;3.01;813;93.48;6.52;-6.12;Terciario
25.02;16;8;24;1551;561;2112;5832;4265;4852;9117;5421;51.83;48.17;11253;5317.93;45;5127;41788;17;0;2;1470.86;0.0;2.41;150.04;180.05;53.51;93.64;67;1382;6069;132842;34;1966;13050;7381;31614;14867;6;8132;54613;57.89;27.22;14.89;6196;8682;9810;7843;7021;7041;8010;9770;13824;13610;9788;7421;6114;6108;5234;3337;1613;917;390;96;17;132842;2.02;39.03;41.14;23.52;13.33;4.8;1.07;18.58;29.77;41.1;58.86;22965;3567;7718;4151;662;6.3;8380;92.1;7.9;-8.88;Terciario
35.07;0;0;0;0;1;1;35;35;74;109;75;31.82;68.18;110;16.14;4;8;454;11;2;5;482.38;0.06;431.51;0.0;0.0;0.0;0.0;0;4;16;566;4;6;118;64;83;62;0;12;157;52.87;39.49;7.64;23;26;21;22;18;16;23;42;40;39;42;33;37;35;43;20;20;35;21;10;0;566;6.19;50.7;59.19;44.88;32.51;18.73;11.66;12.37;19.43;26.33;40.81;233;4;20;16;1;3.71;21;95.24;4.76;31.25;Terciario
28.54;0;0;0;67;27;94;315;248;158;406;185;63.0;37.0;500;223.85;13;170;1947;15;0;14;455.9;0.0;455.54;0.0;0.0;0.0;0.0;3;43;215;6391;7;104;820;456;1304;820;1;306;2430;53.66;33.74;12.59;310;438;469;342;253;301;348;457;704;715;555;451;316;221;179;138;74;67;38;12;3;6391;1.53;39.5;43.33;23.45;11.45;5.19;1.88;19.04;28.35;38.51;56.67;1053;114;264;150;12;4.31;276;95.65;4.35;-6.76;Terciario
7.57;13;0;13;54;24;78;171;104;152;256;176;49.28;50.72;347;391.28;1;210;1252;4;0;3;101.65;0.0;83.09;0.0;0.0;0.0;0.0;2;29;161;2962;1;98;509;294;453;299;0;141;893;50.73;33.48;15.79;117;134;147;159;166;159;166;204;226;240;232;237;189;170;126;99;88;70;26;6;1;2962;3.1;43.99;50.1;34.17;19.78;9.79;3.48;13.44;24.41;35.38;49.9;710;76;202;126;11;7.14;213;94.84;5.16;-18.39;Terciario
49.07;2;3;5;33;9;42;195;160;103;263;115;62.9;37.1;310;64.15;13;195;1041;89;8;5;649.97;0.23;128.93;0.0;0.0;0.0;0.0;3;55;171;3164;11;93;424;255;566;399;0;178;1143;49.52;34.91;15.57;149;148;182;170;152;170;173;217;278;284;286;244;201;143;101;100;81;59;23;3;0;3164;1.83;42.53;48.2;30.18;16.12;8.41;2.69;15.14;25.32;36.16;51.8;609;93;237;144;16;7.97;253;93.68;6.32;-11.23;Terciario
41.68;2;10;12;1;1;2;34;31;92;123;103;24.82;75.18;137;23.54;21;26;369;36;1;2;3138.53;0.03;127.04;0.0;0.0;0.0;0.0;0;12;40;982;16;14;146;87;152;88;0;34;274;55.47;32.12;12.41;48;58;56;38;48;40;53;74;94;75;75;74;64;51;45;27;27;18;15;2;0;982;5.25;43.31;48.17;32.89;18.84;9.06;3.56;16.5;25.25;34.73;51.83;207;15;51;36;3;5.53;54;94.44;5.56;45.95;Terciario
25.45;0;0;0;3;5;8;14;11;19;30;24;36.84;63.16;38;8.02;1;2;131;6;0;6;401.07;0.0;401.07;0.0;0.0;0.0;0.0;0;1;9;204;1;2;23;13;22;25;0;13;60;36.67;41.67;21.67;6;4;9;4;11;13;5;12;14;17;19;13;23;15;15;8;5;7;4;0;0;204;3.03;49.91;61.76;44.12;26.47;11.76;5.39;9.31;16.67;25.49;38.24;67;4;9;5;1;4.9;10;90.0;10.0;-9.09;Terciario
61.98;4;28;32;1671;1500;3171;6491;4816;7154;11970;8682;42.78;57.22;15173;889.54;30;9153;41747;26;2;1;4542.06;0.08;368.99;23.36;14.02;54.82;41.11;15;447;2098;55178;24;1258;8557;4734;12236;7059;3;3185;22480;54.43;31.4;14.17;2421;3299;3673;3368;2750;2738;3241;4195;5178;5796;4599;3675;2802;2214;1951;1448;860;619;278;69;4;55178;1.9;40.22;44.07;25.23;13.49;5.94;1.76;17.02;28.11;38.95;55.93;23726;1014;2558;1544;224;5.04;2782;91.95;8.05;-7.61;Terciario
0.0;1;0;1;0;0;0;6;5;7;12;7;46.15;53.85;13;9.75;6;28;228;15;2;15;822.39;0.09;817.42;0.0;0.0;0.0;0.0;0;0;4;178;6;6;32;22;32;36;0;11;79;40.51;45.57;13.92;5;10;4;8;5;9;8;14;16;12;17;25;9;9;7;4;3;11;2;0;0;178;-3.26;47.26;55.62;39.33;20.22;11.24;7.3;10.67;17.98;27.53;44.38;131;2;4;2;0;2.25;4;100.0;0.0;-50.0;Terciario
43.1;10;24;34;1195;308;1503;15240;14035;17819;31854;18151;45.64;54.36;33391;2053.93;131;3834;159454;11;1;0;12.04;0.03;0.0;0.0;0.0;0.0;0.0;7;179;1756;88504;67;971;31017;15929;16995;15283;4;5998;38276;44.4;39.93;15.67;3449;4749;5682;6286;5953;5000;4038;4438;5437;6971;7197;7058;5663;4473;4154;3454;2164;1381;704;211;42;88504;0.99;42.42;49.12;33.11;18.74;8.99;2.64;15.68;29.51;39.72;50.88;81280;577;2000;1423;83;2.35;2083;96.02;3.98;-6.3;Terciario
30.91;0;0;0;26;0;26;54;28;29;57;29;65.06;34.94;83;41.24;11;50;323;24;0;3;2586.0;0.0;19.29;0.0;0.0;0.0;0.0;2;8;61;1276;8;23;143;86;292;147;0;46;485;60.21;30.31;9.48;65;91;99;65;40;37;109;122;155;125;85;80;70;51;23;27;13;10;8;1;0;1276;4.93;38.56;38.64;22.18;10.42;4.62;1.49;19.98;28.21;39.66;61.36;191;27;68;41;9;6.14;77;88.31;11.69;11.59;Terciario
22.5;0;0;0;0;1;1;11;11;13;24;14;44.0;56.0;25;6.66;5;39;173;8;1;8;441.9;0.01;441.89;0.0;0.0;0.0;0.0;0;2;4;150;5;10;32;23;32;17;0;1;50;64.0;34.0;2.0;2;4;14;6;3;3;11;8;10;18;19;12;7;7;4;6;3;6;5;2;0;150;2.74;47.67;59.33;34.67;22.0;14.67;8.67;13.33;19.33;28.67;40.67;108;0;5;5;1;4.0;6;83.33;16.67;50.0;Terciario
56.69;0;0;0;0;0;0;4;4;13;17;13;23.53;76.47;17;1.8;1;12;131;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;1;2;102;1;1;20;11;12;7;0;0;19;63.16;36.84;0.0;1;3;3;1;2;4;15;7;4;11;8;7;7;7;11;5;1;1;1;3;0;102;20.0;50.69;60.78;42.16;28.43;10.78;4.9;6.86;9.8;28.43;39.22;72;2;5;3;0;5.05;5;100.0;0.0;150.0;Terciario
58.54;0;0;0;2;1;3;16;14;10;24;11;59.26;40.74;27;12.94;5;130;595;22;4;22;979.9;0.09;979.24;0.0;0.0;0.0;0.0;2;3;23;758;5;17;122;72;101;104;0;32;237;42.62;43.88;13.5;22;32;53;32;31;30;36;48;74;73;59;72;53;33;40;30;15;18;3;3;1;758;8.44;45.06;52.77;35.36;18.87;9.23;3.3;14.12;22.43;31.13;47.23;365;10;28;18;0;3.68;28;100.0;0.0;-6.67;Terciario
25.68;1;2;3;26;3;29;97;70;115;185;120;44.7;55.3;217;150.04;14;86;1100;9;2;2;1080.95;0.06;354.9;0.0;0.0;0.0;0.0;2;22;139;3856;10;51;557;307;726;544;0;221;1491;48.69;36.49;14.82;164;214;297;301;240;196;164;248;275;417;381;273;170;124;125;99;71;56;32;9;0;3856;4.7;39.98;45.57;24.87;13.38;6.92;2.52;17.51;31.54;40.87;54.43;598;52;163;111;9;4.45;172;94.77;5.23;-9.47;Terciario
149.28;1;0;1;15;6;21;126;110;177;287;183;40.78;59.22;309;11.64;34;125;1173;35;1;34;2344.51;0.04;2336.06;0.0;0.0;0.0;0.0;1;13;58;1739;29;54;437;256;289;276;0;105;670;43.13;41.19;15.67;42;52;53;60;78;79;113;98;101;112;132;185;158;152;107;86;59;42;25;5;0;1739;-0.63;49.84;61.13;47.1;27.37;12.48;4.14;8.45;16.39;27.43;38.87;648;20;69;49;5;4.26;74;93.24;6.76;-17.78;Terciario
13.03;0;0;0;1;1;2;17;16;24;40;25;40.48;59.52;42;23.39;2;19;452;12;1;6;643.6;0.02;487.29;0.0;0.0;0.0;0.0;0;5;8;305;2;5;92;49;53;42;0;17;112;47.32;37.5;15.18;12;10;15;24;13;11;24;26;23;26;32;20;15;11;8;14;12;8;1;0;0;305;2.35;43.38;48.2;29.18;17.7;11.48;2.95;12.13;24.26;35.74;51.8;236;4;10;6;4;4.61;14;71.43;28.57;7.69;Terciario
32.16;0;0;0;3;17;20;22;19;97;116;114;16.18;83.82;136;28.53;6;24;400;16;0;2;1767.94;0.0;188.12;0.0;0.0;0.0;0.0;4;2;45;919;5;20;113;67;136;106;0;40;282;48.23;37.59;14.18;29;51;43;50;46;42;55;59;75;73;102;86;50;49;25;28;24;15;12;4;1;919;5.15;43.87;51.03;31.99;17.19;9.14;3.48;13.38;23.83;34.39;48.97;212;13;50;37;2;5.7;52;96.15;3.85;-16.13;Terciario
67.43;11;0;11;1728;359;2087;9455;7716;6382;14098;6741;58.38;41.62;16196;1485.57;34;6579;57556;18;1;6;1189.97;0.02;58.44;0.0;0.0;0.0;0.0;19;456;3438;100053;25;1694;16724;9060;20816;14232;6;6039;41087;50.66;34.64;14.7;5458;6873;6791;6275;5424;5134;6127;7994;9197;9347;7923;7312;6299;4314;2530;1328;710;605;321;86;5;100053;3.51;38.11;40.76;23.5;9.89;3.05;1.02;19.11;30.8;42.06;59.24;31270;1483;3765;2282;374;4.13;4139;90.96;9.04;-0.91;Terciario
21.02;0;0;0;0;0;0;10;10;13;23;13;43.48;56.52;23;6.37;0;13;151;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;8;134;0;2;16;9;12;10;0;9;31;38.71;32.26;29.03;6;6;3;8;8;5;8;6;8;16;9;12;7;7;8;2;4;6;3;2;0;134;17.54;46.69;56.72;38.06;23.88;12.69;8.21;11.19;23.13;32.84;43.28;82;1;9;8;1;7.41;10;90.0;10.0;66.67;Terciario
94.15;5;14;19;77;109;186;292;210;195;405;318;47.87;52.13;610;50.34;71;196;1852;34;2;34;2974.34;0.02;2973.6;0.0;0.0;0.0;0.0;6;38;205;4743;30;88;754;430;697;589;1;217;1503;46.37;39.19;14.44;160;159;270;284;245;191;213;294;339;448;435;425;342;269;227;176;121;82;49;9;5;4743;2.68;45.19;54.56;35.95;19.78;9.32;3.06;12.42;23.57;32.09;45.44;1051;85;241;156;34;5.84;275;87.64;12.36;-10.71;Terciario
18.35;0;0;0;0;0;0;1;1;9;10;9;10.0;90.0;10;4.3;0;12;118;5;0;5;242.33;0.0;242.33;0.0;0.0;0.0;0.0;0;0;4;79;0;1;11;6;14;2;0;0;16;87.5;12.5;0.0;4;2;3;1;2;4;6;5;11;7;3;1;4;7;5;4;1;8;1;0;0;79;12.86;49.23;51.9;39.24;32.91;17.72;11.39;11.39;15.19;27.85;48.1;65;2;4;2;0;5.06;4;100.0;0.0;33.33;Terciario
58.28;43;11;54;1454;370;1824;16329;14832;9047;23879;9428;63.4;36.6;25757;1690.16;153;6933;109796;5;0;4;951.92;0.0;602.98;98.85;118.59;499.23;1627.75;4;190;2332;98621;36;1186;28465;14727;20425;15845;4;5897;42167;48.44;37.58;13.98;4348;5633;6811;7155;5965;4865;4846;5976;7175;9037;8867;7232;5702;4504;4005;2961;1621;1069;620;203;26;98621;2.51;40.71;46.49;28.33;15.22;6.59;1.94;17.03;30.33;40.18;53.51;57382;782;2524;1742;88;2.66;2612;96.63;3.37;-9.24;Terciario
29.55;0;0;0;4;4;8;45;41;47;88;51;46.88;53.13;96;19.53;10;23;1148;32;0;20;628.65;0.0;556.02;0.0;0.0;0.0;0.0;0;6;28;577;4;8;139;75;66;50;0;21;137;48.18;36.5;15.33;12;13;15;29;29;20;35;28;38;50;54;52;37;31;30;35;30;21;11;5;2;577;-1.7;50.81;62.05;44.02;28.6;18.02;6.76;6.93;16.98;26.52;37.95;590;14;29;15;6;6.06;35;82.86;17.14;29.63;Terciario
38.22;2;2;4;472;833;1305;1204;730;625;1355;1460;45.2;54.8;2664;358.19;12;3521;8940;21;3;17;2334.09;0.08;1416.34;0.0;0.0;0.0;0.0;0;65;415;13708;12;234;2714;1453;2782;2169;0;880;5831;47.71;37.2;15.09;466;812;1140;1092;848;632;636;757;1096;1420;1375;1100;741;520;389;289;162;151;60;20;2;13708;-0.04;39.52;45.44;25.05;11.62;4.99;1.7;17.64;31.79;41.04;54.56;5410;140;468;328;23;3.6;491;95.32;4.68;-8.22;Terciario
38.84;0;1;1;2007;1301;3308;6602;4595;7294;11889;8596;43.44;56.56;15198;1002.98;14;6749;50006;12;1;3;1146.08;0.03;141.77;37.58;32.32;0.0;0.0;16;290;1667;38986;12;1224;7061;3984;9654;6875;3;2959;19488;49.54;35.28;15.18;1387;1683;1896;2134;2424;2116;2294;2713;3030;3082;3281;3377;2847;2577;1592;1036;670;511;263;65;8;38986;0.12;43.27;49.53;33.21;17.24;6.55;2.17;12.74;24.43;35.74;50.47;27152;712;1909;1197;158;5.3;2067;92.36;7.64;-9.02;Terciario
56.38;2;1;3;90;30;120;1054;962;1708;2670;1739;37.74;62.26;2793;328.4;53;423;10767;20;1;19;1971.12;0.05;1968.69;0.0;0.0;0.0;0.0;6;59;630;18522;25;255;3727;1986;3487;2980;2;1145;7612;45.81;39.15;15.04;577;883;1045;1155;1064;983;942;967;1213;1621;1549;1581;1372;1023;798;642;458;371;205;60;13;18522;0.28;44.21;52.33;35.22;19.27;9.44;3.5;13.52;25.5;35.9;47.67;5581;248;701;453;38;4.0;739;94.86;5.14;-15.54;Terciario
116.42;8;14;22;101;43;144;539;430;659;1089;716;42.95;57.05;1255;77.01;23;445;4647;284;45;50;1497.99;1.67;717.0;0.0;0.0;0.0;0.0;15;86;464;8969;19;244;1395;809;1475;1055;1;447;2977;49.55;35.44;15.02;348;454;548;483;493;460;455;580;659;727;713;682;540;482;407;338;225;206;126;41;2;8969;1.96;43.9;50.05;33.99;20.37;10.46;4.18;15.05;25.93;36.14;49.95;2532;237;575;338;53;6.98;628;91.56;8.44;-3.98;Terciario
105.1;9;7;16;316;186;502;1633;1308;1226;2534;1419;53.51;46.49;3052;192.73;78;2506;10415;116;7;9;4361.71;0.13;552.86;0.0;0.0;0.0;0.0;25;213;955;20269;64;583;3152;1834;4204;2628;0;1325;8157;51.54;32.22;16.24;935;1232;1476;1285;1093;1182;1241;1417;1865;2037;1659;1467;1129;727;535;401;268;213;79;27;1;20269;1.92;39.02;42.15;23.91;11.11;4.88;1.58;17.97;29.71;41.66;57.85;6030;492;1172;680;106;6.29;1278;91.71;8.29;-5.47;Terciario
59.1;6;10;16;1895;746;2641;14346;12445;17241;29686;17997;44.36;55.64;32343;1559.52;186;7659;90940;19;2;7;1652.61;0.05;13.6;0.0;0.0;122.5;165.0;19;395;2919;92417;47;1788;18720;10068;22409;13981;3;6005;42395;52.86;32.98;14.16;3920;5585;5826;5168;4897;4705;5256;6402;8285;9111;7582;6209;5107;4217;4092;2908;1549;1022;444;124;8;92417;1.58;41.13;45.85;27.79;15.54;6.55;1.73;16.59;27.48;38.26;54.15;48321;1241;3275;2034;229;3.78;3504;93.46;6.54;-7.52;Terciario
75.66;1;0;1;7;19;26;42;34;27;61;46;47.73;52.27;88;20.01;24;155;810;38;1;38;3263.19;0.02;3263.17;0.0;0.0;0.0;0.0;1;14;89;1515;20;63;266;172;221;193;0;72;486;45.47;39.71;14.81;51;76;84;64;70;55;60;104;102;136;142;153;118;106;72;54;31;23;12;1;1;1515;1.07;45.39;56.04;37.69;19.8;8.05;2.44;13.93;22.77;30.36;43.96;486;38;101;63;6;7.05;107;94.39;5.61;8.08;Terciario
28.22;0;0;0;5;0;5;31;26;49;75;49;38.75;61.25;80;33.46;7;29;396;43;2;4;1672.44;0.07;184.46;0.0;0.0;0.0;0.0;0;6;42;945;7;25;119;74;160;108;0;36;304;52.63;35.53;11.84;29;34;41;73;49;31;56;50;81;92;103;79;58;45;34;37;24;21;8;0;0;945;0.0;44.52;53.02;32.38;17.88;9.52;3.07;11.01;23.92;33.12;46.98;214;13;44;31;9;5.63;53;83.02;16.98;6.0;Terciario
34.82;2;4;6;9;2;11;83;72;34;106;40;67.48;32.52;123;79.38;12;76;744;22;1;4;2633.52;0.03;855.98;0.0;0.0;0.0;0.0;1;23;103;2783;8;45;325;185;525;251;0;99;875;60.0;28.69;11.31;137;182;221;158;128;105;172;224;297;333;218;164;133;90;65;73;42;29;6;6;0;2783;0.4;38.86;41.65;21.85;11.17;5.61;1.47;19.4;29.68;39.63;58.35;412;54;121;67;9;4.69;130;93.08;6.92;-13.33;Terciario
5.52;0;0;0;0;0;0;7;7;10;17;10;41.18;58.82;17;19.2;4;2;147;4;0;4;284.53;0.0;284.53;0.0;0.0;0.0;0.0;0;0;7;106;4;2;31;18;13;19;0;5;37;35.14;51.35;13.51;5;4;6;6;4;7;9;11;7;4;8;8;10;9;5;0;2;1;0;0;0;106;-1.85;41.78;44.34;33.02;16.04;2.83;0.94;14.15;23.58;38.68;55.66;76;3;7;4;0;6.6;7;100.0;0.0;0.0;Terciario
13.29;0;0;0;108;20;128;319;211;126;337;146;68.6;31.4;465;353.83;6;507;2276;10;1;1;672.64;0.04;34.26;0.0;0.0;0.0;0.0;1;42;163;4614;6;183;846;497;854;645;0;291;1790;47.71;36.03;16.26;192;271;318;325;274;188;248;317;410;465;406;376;254;180;125;102;70;41;42;10;0;4614;1.59;40.1;44.89;26.01;12.35;5.74;2.02;16.93;29.91;39.36;55.11;1326;70;200;130;20;4.76;220;90.91;9.09;-7.95;Terciario
24.74;0;1;1;87;15;102;631;544;644;1188;660;48.88;51.12;1291;386.54;11;421;3837;8;1;3;966.14;0.04;3.11;0.0;0.0;0.0;0.0;2;46;338;9563;10;234;1589;891;2026;1415;1;572;4013;50.49;35.26;14.25;353;512;753;761;519;427;419;549;854;1097;931;702;470;316;293;226;133;144;70;31;3;9563;1.71;40.3;46.18;24.97;12.72;6.35;2.59;16.92;30.3;39.15;53.82;2087;134;368;234;36;4.23;404;91.09;8.91;-9.62;Terciario
20.4;1;0;1;1;0;1;23;21;8;29;8;74.19;25.81;31;4.16;3;12;167;11;0;11;323.05;0.0;320.29;0.0;0.0;0.0;0.0;1;0;4;85;1;1;30;16;10;14;0;7;31;32.26;45.16;22.58;0;0;2;3;5;5;12;1;5;4;12;13;3;6;4;2;1;3;3;1;0;85;-3.41;50.64;61.18;42.35;23.53;11.76;8.24;2.35;11.76;31.76;38.82;91;1;5;4;0;5.88;5;100.0;0.0;-37.5;Terciario
42.84;1;1;2;77;22;99;453;375;224;599;247;64.71;35.29;700;219.39;14;283;5514;23;0;23;1887.35;0.0;1886.57;0.0;0.0;0.0;0.0;4;30;266;9403;13;142;1842;987;1613;1577;0;559;3749;43.02;42.06;14.91;313;447;533;654;629;432;471;487;642;775;862;808;717;484;370;301;198;150;99;29;2;9403;2.12;43.27;50.99;33.59;17.37;8.28;2.98;13.75;27.4;37.0;49.01;2871;93;292;199;23;3.35;315;92.7;7.3;-6.8;Terciario
