Serie;Codigo_municipio;Nombre;municipio_codigo_ine;zona_estadistica_codigo;zona_estadistica;superficie_km2;poblacion_0a4;poblacion_5a9;poblacion_10a14;poblacion_15a19;poblacion_20a24;poblacion_25a29;poblacion_30a34;poblacion_35a39;poblacion_40a44;poblacion_45a49;poblacion_50a54;poblacion_55a59;poblacion_60a64;poblacion_65a69;poblacion_70a74;poblacion_75a79;poblacion_80a84;poblacion_85a89;poblacion_90a94;poblacion_95a99;poblacion_100;poblacion_censada;contratos_primario_indefinidos;contratos_primario_temp;contratos_primario_total;contratos_secundario_indefinidos;contratos_secundario_temp;contratos_secundario_total;contratos_indefinidos;contratos_terciario_indefinidos;contratos_terciario_temp;contratos_terciario_total;contratos_temp;contratos_porcentaje_indefinidos;contratos_porcentaje_temp;contratos_total_registrados;crecimiento_relativo_poblacion;densidad_poblacion;edad_media_total;grado_envejecimiento_mayores_45;grado_envejecimiento_mayores_55;grado_envejecimiento_mayores_65;grado_envejecimiento_mayores_75;grado_envejecimiento_mayores_85;grado_juventud_menores_15;grado_juventud_menores_25;grado_juventud_menores_35;grado_juventud_menores_45;distancia_capital;ocupados_primario;ocupados_secundario;ocupados_terciario;ocupados_total;num_explotaciones_agricolas_total;num_explotaciones_agricolas_huertos_consumo_propio;num_explotaciones_agricolas_tierra_pastos;sup_explotaciones_agricolas_total;sup_explotaciones_agricolas_huertos_consumo_propio;sup_explotaciones_agricolas_tierra_pastos;sup_edif_indust;sup_total_indust;sup_edif_terc_indust;sup_total_terc_indust;paro_25_44;paro_mayores_25;paro_mayores_45;paro_menores_25;paro_100_habitantes;paro_registrado_total;porcentaje_paro_mayores_25;porcentaje_paro_menores_25;variacion_paro_registrado;paro_primario;paro_secundario;paro_terciario;unidades_productivas_primario;unidades_productivas_secundario;unidades_productivas_terciario;unidades_productivas_total;cluster_demografico;cluster_sector;poblacion_activa;ratio_contratos_por_poblacion;ratio_contratos_por_up;ratio_paro_por_poblacion_activa;ratio_paro_por_contrato;ratio_contratos_primario;ratio_contratos_secundario;ratio_contratos_terciario;ratio_contratos_por_poblacion_15a19;ratio_paro_por_poblacion_15a19;ratio_contratos_por_poblacion_20a24;ratio_paro_por_poblacion_20a24;ratio_contratos_por_poblacion_25a29;ratio_paro_por_poblacion_25a29;ratio_contratos_por_poblacion_30a34;ratio_paro_por_poblacion_30a34;ratio_contratos_por_poblacion_35a39;ratio_paro_por_poblacion_35a39;ratio_contratos_por_poblacion_40a44;ratio_paro_por_poblacion_40a44;ratio_contratos_por_poblacion_45a49;ratio_paro_por_poblacion_45a49;ratio_contratos_por_poblacion_50a54;ratio_paro_por_poblacion_50a54;ratio_contratos_por_poblacion_55a59;ratio_paro_por_poblacion_55a59;ratio_contratos_por_poblacion_60a64;ratio_paro_por_poblacion_60a64;ratio_up_por_poblacion_activa
Municipios;0967;Navalcarnero;280967;9;Sudoeste Comunidad;100.84;1706;2277;2295;1925;1481;1453;1814;2488;3351;3161;2414;1970;1573;1120;993;719;476;443;224;66;6;31955;23;11;34;500;207;707;2226;1703;1775;3478;1993;52.76;47.24;4219;1.9;316.73;39.08;41.2;23.75;12.66;6.05;2.31;19.65;30.31;40.53;58.8;36.609;70;2446;20430;11157;2.23;0.09;0.27;51.79;0.0;2.45;0.0;0.0;0.0;0.0;637;1413;776;138;4.85;1551;91.1;8.9;-15.52;14;213;1199;43;780;4411;2540;1.0;Terciario;21630;0.195;1.661;0.072;0.368;0.002;0.033;0.161;2.192;0.806;2.849;1.047;2.904;1.067;2.326;0.855;1.696;0.623;1.259;0.463;1.335;0.491;1.748;0.643;2.142;0.787;2.682;0.986;0.117
Municipios;1646;Valdetorres de Jarama;281646;7;Nordeste Comunidad;35.07;210;242;280;295;268;264;269;356;393;498;443;345;328;230;188;152;95;93;42;9;1;5001;17;14;31;71;12;83;265;177;156;333;182;59.28;40.72;447;3.22;142.44;42.42;48.47;29.65;16.2;7.84;2.9;14.64;25.89;36.55;51.53;41.951;31;217;1899;1050;0.27;0.02;0.07;22.12;0.0;0.31;0.0;0.0;0.0;0.0;81;260;179;24;5.69;284;91.55;8.45;2.53;4;46;218;19;128;734;430;1.0;Terciario;3459;0.129;1.04;0.082;0.635;0.009;0.024;0.096;1.515;0.963;1.668;1.06;1.693;1.076;1.662;1.056;1.256;0.798;1.137;0.723;0.898;0.57;1.009;0.641;1.296;0.823;1.363;0.866;0.124
Municipios;1659;Valdilecha;281659;8;Sudeste Comunidad;42.57;166;172;205;165;165;183;212;249;276;265;242;224;206;140;111;87;50;50;20;8;0;3196;3;19;22;47;75;122;145;95;194;289;288;33.49;66.51;433;2.73;75.06;40.72;43.9;28.04;14.58;6.73;2.44;16.99;27.32;39.67;56.1;45.871;33;253;1219;718;1.55;0.09;0.1;40.53;0.0;7.59;0.0;0.0;0.0;0.0;89;192;103;14;6.46;206;93.2;6.8;-16.6;7;43;136;28;83;414;255;1.0;Terciario;2187;0.198;1.698;0.094;0.476;0.01;0.056;0.132;2.624;1.248;2.624;1.248;2.366;1.126;2.042;0.972;1.739;0.827;1.569;0.746;1.634;0.777;1.789;0.851;1.933;0.92;2.102;1.0;0.117
Municipios;1662;Valverde de Alcalá;281662;8;Sudeste Comunidad;13.74;27;23;23;26;23;24;28;43;47;50;48;42;42;19;30;15;9;10;6;1;0;536;2;0;2;0;1;1;19;17;393;410;394;4.6;95.4;413;-0.74;38.98;43.87;50.75;32.46;16.79;7.65;3.17;13.62;22.76;32.46;49.25;42.548;5;9;208;111;0.12;0.0;0.02;4.16;0.0;0.07;0.0;0.0;0.0;0.0;10;22;12;2;4.49;24;91.67;8.33;-4.0;0;5;17;3;7;54;32;1.0;Terciario;373;1.107;12.906;0.064;0.058;0.005;0.003;1.099;15.885;0.923;17.957;1.043;17.208;1.0;14.75;0.857;9.605;0.558;8.787;0.511;8.26;0.48;8.604;0.5;9.833;0.571;9.833;0.571;0.086
Municipios;1678;Velilla de San Antonio;281678;3;Este Metropolitano;14.37;613;719;791;933;817;748;865;961;1227;1273;1230;1029;792;529;335;218;122;104;57;17;0;13380;1;0;1;291;170;461;3027;2735;648;3383;818;78.73;21.27;3845;4.56;930.46;39.23;42.65;23.94;10.33;3.87;1.33;15.87;28.95;41.0;57.35;21.48;8;1609;6270;3646;0.07;0.01;0.01;4.84;0.0;0.0;0.0;0.0;0.0;0.0;230;612;382;69;5.09;681;89.87;10.13;-1.59;6;93;553;7;460;2122;1230;0.0;Terciario;9875;0.389;3.126;0.069;0.177;0.0;0.047;0.343;4.121;0.73;4.706;0.834;5.14;0.91;4.445;0.787;4.001;0.709;3.134;0.555;3.02;0.535;3.126;0.554;3.737;0.662;4.855;0.86;0.125
Municipios;1684;Vellón (El);281684;6;Sierra Norte;33.49;87;123;120;120;109;106;121;155;239;228;186;158;99;83;84;83;35;37;19;8;1;2201;0;0;0;8;6;14;39;31;39;70;45;46.43;53.57;84;3.92;65.68;42.11;46.39;27.58;15.9;8.31;2.95;14.99;25.4;35.71;53.61;48.389;15;60;693;379;0.3;0.05;0.17;14.85;0.0;7.36;0.0;0.0;0.0;0.0;35;107;72;5;5.09;112;95.54;4.46;-10.4;2;13;87;10;52;243;148;1.0;Terciario;1521;0.055;0.568;0.074;1.333;0.0;0.009;0.046;0.7;0.933;0.771;1.028;0.792;1.057;0.694;0.926;0.542;0.723;0.351;0.469;0.368;0.491;0.452;0.602;0.532;0.709;0.848;1.131;0.097
Municipios;1697;Venturada;281697;6;Sierra Norte;10.22;94;144;147;168;160;132;98;128;178;286;276;240;170;96;94;74;36;29;8;6;1;2565;0;0;0;127;19;146;463;336;219;555;238;66.05;33.95;701;4.1;250.73;41.84;51.31;29.4;13.41;6.0;1.72;15.01;27.8;36.76;48.69;52.667;4;92;2084;1080;0.12;0.01;0.06;4.66;0.0;3.22;0.0;0.0;0.0;0.0;28;95;67;6;3.95;101;94.06;5.94;9.78;0;9;88;4;51;755;399;1.0;Terciario;1836;0.382;1.757;0.055;0.144;0.0;0.08;0.302;4.173;0.601;4.381;0.631;5.311;0.765;7.153;1.031;5.477;0.789;3.938;0.567;2.451;0.353;2.54;0.366;2.921;0.421;4.124;0.594;0.217
Municipios;1718;Villa del Prado;281718;9;Sudoeste Comunidad;77.27;328;379;415;401;449;428;432;500;547;549;584;489;459;344;269;259;162;146;89;21;3;7253;135;20;155;107;22;129;531;289;392;681;434;55.03;44.97;965;2.56;93.82;42.29;46.52;30.9;17.83;9.38;3.57;15.47;27.19;39.05;53.48;66.911;202;284;2454;1458;2.66;0.22;0.23;37.48;0.01;16.07;0.0;0.0;0.0;0.0;183;385;202;54;6.04;439;87.7;12.3;-2.01;23;69;303;149;135;923;596;1.0;Terciario;4838;0.199;1.619;0.091;0.455;0.032;0.027;0.141;2.406;1.095;2.149;0.978;2.255;1.026;2.234;1.016;1.93;0.878;1.764;0.803;1.758;0.8;1.652;0.752;1.973;0.898;2.102;0.956;0.123
Municipios;1701;Villaconejos;281701;8;Sudeste Comunidad;33.27;138;154;198;201;184;208;212;234;266;280;266;258;213;181;167;120;110;72;25;4;1;3492;16;85;101;13;12;25;146;117;172;289;269;35.18;64.82;415;1.42;104.9;43.36;48.6;32.96;19.47;9.51;2.92;14.03;25.06;37.08;51.4;55.549;81;187;1447;825;1.06;0.03;0.02;29.81;0.0;4.66;0.0;0.0;0.0;0.0;87;206;119;10;6.17;216;95.37;4.63;-17.24;18;24;155;64;92;587;361;1.0;Terciario;2322;0.179;1.15;0.093;0.52;0.043;0.011;0.124;2.065;1.075;2.255;1.174;1.995;1.038;1.958;1.019;1.774;0.923;1.56;0.812;1.482;0.771;1.56;0.812;1.609;0.837;1.948;1.014;0.155
Municipios;1723;Villalbilla;281723;8;Sudeste Comunidad;34.72;1041;1278;1086;986;766;742;1033;1582;1844;1624;1293;998;799;648;440;307;143;104;57;25;4;16800;0;7;7;224;158;382;748;524;724;1248;889;45.69;54.31;1637;6.05;483.87;37.65;38.35;20.98;10.29;3.81;1.13;20.27;30.7;41.26;61.65;39.662;8;1415;5512;3223;0.25;0.02;0.02;19.03;0.0;1.25;0.0;0.0;0.0;0.0;250;533;283;51;3.47;584;91.27;8.73;-1.52;3;98;459;7;360;2231;1252;1.0;Terciario;11667;0.14;1.308;0.05;0.357;0.001;0.033;0.107;1.66;0.592;2.137;0.762;2.206;0.787;1.585;0.565;1.035;0.369;0.888;0.317;1.008;0.36;1.266;0.452;1.64;0.585;2.049;0.731;0.107
Municipios;1739;Villamanrique de Tajo;281739;8;Sudeste Comunidad;29.58;21;24;40;46;40;36;47;55;72;68;68;51;62;40;42;38;22;22;7;4;0;805;213;60;273;4;0;4;289;72;29;101;89;76.46;23.54;378;5.5;27.19;46.19;52.67;35.78;21.74;11.55;4.1;10.56;21.24;31.55;47.33;64.302;21;33;389;220;0.33;0.0;0.03;23.05;0.0;0.54;0.0;0.0;0.0;0.0;20;67;47;6;9.13;73;91.78;8.22;23.73;7;10;51;19;13;118;74;1.0;Terciario;545;0.694;5.108;0.134;0.193;0.501;0.007;0.185;8.217;1.587;9.45;1.825;10.5;2.028;8.043;1.553;6.873;1.327;5.25;1.014;5.559;1.074;5.559;1.074;7.412;1.431;6.097;1.177;0.136
Municipios;1744;Villamanta;281744;9;Sudoeste Comunidad;63.23;113;142;166;129;147;151;175;186;202;217;236;178;177;148;110;94;71;72;50;17;1;2782;6;0;6;29;3;32;91;56;125;181;128;41.55;58.45;219;2.17;43.98;43.92;49.28;33.0;20.24;10.96;5.03;15.13;25.05;36.77;50.72;47.225;39;161;1249;711;0.62;0.08;0.15;26.18;0.0;11.49;0.0;0.0;0.0;0.0;60;152;92;18;6.13;170;89.41;10.59;12.58;1;27;134;27;105;433;274;1.0;Terciario;1798;0.122;0.799;0.095;0.776;0.003;0.018;0.101;1.698;1.318;1.49;1.156;1.45;1.126;1.251;0.971;1.177;0.914;1.084;0.842;1.009;0.783;0.928;0.72;1.23;0.955;1.237;0.96;0.152
Municipios;1757;Villamantilla;281757;9;Sudoeste Comunidad;23.92;63;102;126;104;75;60;72;110;158;181;153;121;83;53;38;28;20;18;15;4;0;1584;1;0;1;54;2;56;85;30;22;52;24;77.98;22.02;109;1.21;66.17;39.85;45.08;23.99;11.11;5.37;2.34;18.37;29.67;38.01;54.92;53.9;4;94;548;311;0.07;0.01;0.05;12.4;0.0;4.38;0.0;0.0;0.0;0.0;30;79;49;4;5.27;83;95.18;4.82;-14.43;0;9;63;4;47;196;118;1.0;Terciario;1117;0.098;0.924;0.074;0.761;0.001;0.05;0.047;1.048;0.798;1.453;1.107;1.817;1.383;1.514;1.153;0.991;0.755;0.69;0.525;0.602;0.459;0.712;0.542;0.901;0.686;1.313;1.0;0.106
Municipios;1782;Villanueva de Perales;281782;9;Sudoeste Comunidad;31.43;67;94;109;126;89;78;63;122;144;180;178;139;93;69;66;47;25;13;8;3;1;1714;5;3;8;16;1;17;69;48;234;282;238;22.48;77.52;307;3.19;54.5;41.09;47.96;27.07;13.54;5.66;1.46;15.75;28.3;36.52;52.04;50.249;12;82;665;372;0.06;0.0;0.04;28.63;0.0;9.34;0.0;0.0;0.0;0.0;31;84;53;7;5.45;91;92.31;7.69;-10.78;1;18;67;10;30;281;159;1.0;Terciario;1212;0.253;1.931;0.075;0.296;0.007;0.014;0.233;2.437;0.722;3.449;1.022;3.936;1.167;4.873;1.444;2.516;0.746;2.132;0.632;1.706;0.506;1.725;0.511;2.209;0.655;3.301;0.978;0.131
Municipios;1760;Villanueva de la Cañada;281760;5;Oeste Metropolitano;34.76;1009;1390;1671;1856;1821;1473;1208;1321;1705;2046;1960;1729;1395;930;670;540;350;245;110;42;4;23475;11;23;34;212;75;287;2455;2232;812;3044;910;72.96;27.04;3365;2.8;674.76;38.92;42.69;25.62;12.32;5.5;1.71;17.34;33.0;44.42;57.31;43.204;35;913;15971;8389;0.06;0.01;0.02;5.33;0.0;0.1;20.05;12.03;60.0;37.87;229;653;424;35;2.92;688;94.91;5.09;-6.78;2;60;593;21;281;5671;2968;0.0;Terciario;16514;0.204;1.134;0.042;0.204;0.002;0.017;0.184;1.813;0.371;1.848;0.378;2.284;0.467;2.786;0.57;2.547;0.521;1.974;0.404;1.645;0.336;1.717;0.351;1.946;0.398;2.412;0.493;0.18
Municipios;1776;Villanueva del Pardillo;281776;11;Sierra Central;25.43;671;995;1573;1611;1132;817;865;929;1259;2086;1914;1337;774;515;421;323;222;134;70;20;4;17672;4;9;13;276;88;364;976;696;722;1418;819;54.37;45.63;1795;1.74;694.38;38.21;44.25;21.62;9.67;4.37;1.29;18.33;33.85;43.37;55.75;28.83;13;751;8037;4335;0.12;0.0;0.05;16.15;0.0;5.09;0.0;0.0;0.0;0.0;185;571;386;30;3.39;601;95.01;4.99;-7.25;4;60;522;10;285;3321;1784;1.0;Terciario;12724;0.141;1.006;0.047;0.335;0.001;0.029;0.111;1.114;0.373;1.586;0.531;2.197;0.736;2.075;0.695;1.932;0.647;1.426;0.477;0.86;0.288;0.938;0.314;1.343;0.45;2.319;0.776;0.14
Municipios;1795;Villar del Olmo;281795;8;Sudeste Comunidad;27.78;80;118;123;140;132;93;126;167;178;183;200;209;192;109;94;44;33;25;9;0;1;2256;2;0;2;41;5;46;90;47;30;77;35;72.0;28.0;125;1.39;81.15;42.18;48.71;31.74;13.96;4.96;1.55;14.23;26.29;35.99;51.29;48.941;4;167;708;426;0.24;0.03;0.05;7.31;0.0;0.17;0.0;0.0;0.0;0.0;32;102;70;11;5.0;113;90.27;9.73;-16.91;2;23;81;4;86;432;254;1.0;Terciario;1620;0.077;0.492;0.07;0.904;0.001;0.028;0.048;0.893;0.807;0.947;0.856;1.344;1.215;0.992;0.897;0.749;0.677;0.702;0.635;0.683;0.617;0.625;0.565;0.598;0.541;0.651;0.589;0.157
Municipios;1809;Villarejo de Salvanés;281809;8;Sudeste Comunidad;119.0;313;402;465;483;406;401;505;526;609;660;561;536;505;403;293;243;153;151;84;17;0;7716;11;22;33;151;669;820;400;238;188;426;879;31.27;68.73;1279;1.39;64.79;42.21;46.73;30.91;17.42;8.4;3.27;15.29;26.81;38.56;53.27;50.672;78;2178;3591;2454;4.72;0.09;0.21;64.08;0.0;6.16;0.0;0.0;0.0;0.0;191;496;305;39;6.91;535;92.71;7.29;-6.14;12;134;322;60;240;1091;663;1.0;Terciario;5192;0.246;1.929;0.103;0.418;0.006;0.158;0.082;2.648;1.108;3.15;1.318;3.19;1.334;2.533;1.059;2.432;1.017;2.1;0.878;1.938;0.811;2.28;0.954;2.386;0.998;2.533;1.059;0.128
Municipios;1816;Villaviciosa de Odón;281816;5;Oeste Metropolitano;68.2;891;1250;1626;2052;2179;1645;1362;1410;1853;2390;2270;2032;1873;1559;1645;1259;652;427;256;78;5;28714;32;6;38;358;90;448;2941;2551;2464;5015;2560;53.46;46.54;5501;2.1;420.84;43.51;50.31;34.08;20.48;9.32;2.67;13.12;27.85;38.33;49.69;26.157;42;1954;21250;11331;0.31;0.08;0.1;10.48;0.0;0.6;0.0;0.0;0.0;0.0;247;751;504;48;2.78;799;93.99;6.01;-6.22;3;108;651;23;554;7587;4023;0.0;Terciario;19066;0.289;1.367;0.042;0.145;0.002;0.023;0.263;2.681;0.389;2.525;0.367;3.344;0.486;4.039;0.587;3.901;0.567;2.969;0.431;2.302;0.334;2.423;0.352;2.707;0.393;2.937;0.427;0.211
Municipios;1821;Villavieja del Lozoya;281821;6;Sierra Norte;23.3;19;13;8;17;17;15;17;17;22;22;38;24;32;16;10;12;9;3;4;2;0;317;0;0;0;4;0;4;10;6;21;27;21;32.26;67.74;31;7.82;13.6;44.75;54.26;35.33;17.67;9.46;2.84;12.62;23.34;33.44;45.74;80.015;3;12;160;87;0.08;0.0;0.08;6.96;0.0;6.9;0.0;0.0;0.0;0.0;6;16;10;0;5.1;16;100.0;0.0;-5.88;1;2;11;3;7;45;27;2.0;Terciario;221;0.14;1.148;0.072;0.516;0.0;0.018;0.122;1.824;0.941;1.824;0.941;2.067;1.067;1.824;0.941;1.824;0.941;1.409;0.727;1.409;0.727;0.816;0.421;1.292;0.667;0.969;0.5;0.122
Municipios;1631;Valdepiélagos;281631;7;Nordeste Comunidad;17.66;25;29;26;34;23;40;34;46;48;81;48;50;36;34;18;29;13;5;5;4;1;629;1;0;1;4;0;4;14;9;55;64;55;20.29;79.71;69;0.64;35.54;43.8;51.51;31.0;17.33;9.06;2.38;12.72;21.78;33.55;48.49;51.502;5;78;294;176;0.13;0.01;0.01;13.58;0.0;1.57;0.0;0.0;0.0;0.0;14;25;11;1;4.17;26;96.15;3.85;0.0;0;3;22;5;25;109;66;1.0;Terciario;440;0.157;1.045;0.059;0.377;0.002;0.009;0.145;2.029;0.765;3.0;1.13;1.725;0.65;2.029;0.765;1.5;0.565;1.438;0.542;0.852;0.321;1.438;0.542;1.38;0.52;1.917;0.722;0.15
Municipios;1625;Valdeolmos-Alalpardo;281625;7;Nordeste Comunidad;25.84;202;300;385;303;244;199;247;303;431;503;392;286;202;159;145;107;58;41;22;4;2;4535;5;2;7;26;294;320;195;164;214;378;510;27.66;72.34;705;2.93;175.3;38.72;42.36;22.62;11.86;5.16;1.52;19.56;31.62;41.46;57.64;37.129;13;407;2116;1179;0.22;0.0;0.05;21.9;0.0;0.89;0.0;0.0;0.0;0.0;42;117;75;10;2.81;127;92.13;7.87;-22.56;2;26;94;10;57;888;472;1.0;Terciario;3110;0.227;1.494;0.041;0.18;0.002;0.103;0.122;2.327;0.419;2.889;0.52;3.543;0.638;2.854;0.514;2.327;0.419;1.636;0.295;1.402;0.252;1.798;0.324;2.465;0.444;3.49;0.629;0.152
Municipios;1610;Valdemoro;281610;4;Sur Metropolitano;64.16;3296;4879;6349;5918;4669;3901;4331;5159;7648;9625;7760;5586;3693;2705;2129;1711;1032;759;374;80;15;81619;9;20;29;2171;843;3014;6930;4750;14460;19210;15323;31.14;68.86;22253;2.74;1270.53;38.96;43.46;22.16;10.79;4.87;1.5;17.79;30.77;40.85;56.54;28.75;37;6873;67692;36206;0.19;0.01;0.04;11.12;0.0;1.14;0.0;0.0;0.0;0.0;1390;3695;2305;390;5.02;4085;90.45;9.55;-7.75;13;503;3342;25;1899;11983;6705;0.0;Terciario;58290;0.382;3.319;0.07;0.184;0.0;0.052;0.33;3.76;0.69;4.766;0.875;5.704;1.047;5.138;0.943;4.313;0.792;2.91;0.534;2.312;0.424;2.868;0.526;3.984;0.731;6.026;1.106;0.115
Municipios;1512;Torrelaguna;281512;6;Sierra Norte;43.06;182;262;307;293;240;232;273;312;394;479;432;347;316;256;187;150;110;84;69;16;3;4944;1;3;4;33;10;43;142;108;382;490;395;26.44;73.56;537;0.24;114.74;43.04;49.53;31.11;17.7;8.74;3.48;15.19;25.97;36.19;50.47;60.357;19;186;2660;1421;0.55;0.01;0.09;18.17;0.0;2.4;0.0;0.0;0.0;0.0;83;220;137;20;4.85;240;91.67;8.33;-2.83;3;35;183;16;102;813;457;2.0;Terciario;3318;0.162;1.175;0.072;0.447;0.001;0.013;0.148;1.833;0.819;2.238;1.0;2.315;1.034;1.967;0.879;1.721;0.769;1.363;0.609;1.121;0.501;1.243;0.556;1.548;0.692;1.699;0.759;0.138
Municipios;1436;Somosierra;281436;6;Sierra Norte;20.4;0;0;2;3;5;5;12;1;5;4;12;13;3;6;4;2;1;3;3;1;0;85;1;0;1;1;0;1;23;21;8;29;8;74.19;25.81;31;-3.41;4.16;50.64;61.18;42.35;23.53;11.76;8.24;2.35;11.76;31.76;38.82;93.268;3;12;167;91;0.11;0.0;0.11;3.23;0.0;3.2;0.0;0.0;0.0;0.0;1;5;4;0;5.88;5;100.0;0.0;-37.5;1;0;4;1;1;30;16;2.0;Terciario;63;0.492;1.938;0.079;0.161;0.016;0.016;0.46;10.333;1.667;6.2;1.0;6.2;1.0;2.583;0.417;31.0;5.0;6.2;1.0;7.75;1.25;2.583;0.417;2.385;0.385;10.333;1.667;0.254
Municipios;1441;Soto del Real;281441;11;Sierra Central;42.84;313;447;533;654;629;432;471;487;642;775;862;808;717;484;370;301;198;150;99;29;2;9403;1;1;2;77;22;99;453;375;224;599;247;64.71;35.29;700;2.12;219.39;43.27;50.99;33.59;17.37;8.28;2.98;13.75;27.4;37.0;49.01;44.268;14;283;5514;2871;0.23;0.0;0.23;18.87;0.0;18.87;0.0;0.0;0.0;0.0;93;292;199;23;3.35;315;92.7;7.3;-6.8;4;30;266;13;142;1842;987;1.0;Terciario;6477;0.108;0.709;0.049;0.45;0.0;0.015;0.092;1.07;0.482;1.113;0.501;1.62;0.729;1.486;0.669;1.437;0.647;1.09;0.491;0.903;0.406;0.812;0.365;0.866;0.39;0.976;0.439;0.152
Municipios;1454;Talamanca de Jarama;281454;7;Nordeste Comunidad;38.48;207;286;315;221;202;193;264;328;475;433;337;293;218;165;135;133;60;65;30;12;1;4373;7;0;7;72;26;98;193;114;399;513;425;31.23;68.77;618;3.72;113.55;40.25;43.04;25.43;13.74;6.88;2.47;18.48;28.15;38.6;56.96;47.636;17;407;1441;846;0.49;0.01;0.05;22.54;0.0;0.85;0.0;0.0;0.0;0.0;70;179;109;12;4.39;191;93.72;6.28;-1.55;2;28;155;11;84;541;310;1.0;Terciario;2964;0.209;1.994;0.064;0.309;0.002;0.033;0.173;2.796;0.864;3.059;0.946;3.202;0.99;2.341;0.723;1.884;0.582;1.301;0.402;1.427;0.441;1.834;0.567;2.109;0.652;2.835;0.876;0.105
Municipios;1467;Tielmes;281467;8;Sudeste Comunidad;26.58;124;142;142;150;129;134;175;205;235;241;210;199;178;108;103;92;69;61;25;9;1;2732;8;6;14;23;112;135;157;126;303;429;421;27.16;72.84;578;-1.37;102.71;42.83;47.44;30.93;17.13;9.41;3.51;14.93;25.15;36.46;52.56;45.405;24;237;1279;726;0.74;0.01;0.02;9.82;0.0;0.59;0.0;0.0;0.0;0.0;77;183;106;13;7.15;196;93.37;6.63;-5.77;10;36;131;13;69;349;208;1.0;Terciario;1856;0.311;2.779;0.106;0.339;0.008;0.073;0.231;3.853;1.307;4.481;1.519;4.313;1.463;3.303;1.12;2.82;0.956;2.46;0.834;2.398;0.813;2.752;0.933;2.905;0.985;3.247;1.101;0.112
Municipios;1473;Titulcia;281473;8;Sudeste Comunidad;10.11;47;75;82;75;72;64;77;91;96;134;117;118;73;62;55;55;37;25;9;2;0;1366;1;3;4;14;6;20;67;52;337;389;346;16.22;83.78;413;1.26;134.71;43.1;50.29;31.92;17.94;9.37;2.64;14.93;25.7;36.02;49.71;40.449;7;75;655;362;0.18;0.0;0.01;3.98;0.0;0.14;0.0;0.0;0.0;0.0;30;86;56;12;7.2;98;87.76;12.24;-9.26;3;9;79;5;34;180;106;1.0;Terciario;917;0.45;3.896;0.107;0.237;0.004;0.022;0.424;5.507;1.307;5.736;1.361;6.453;1.531;5.364;1.273;4.538;1.077;4.302;1.021;3.082;0.731;3.53;0.838;3.5;0.831;5.658;1.342;0.116
Municipios;1489;Torrejón de Ardoz;281489;3;Este Metropolitano;32.42;5927;7596;8050;7562;7014;7050;8827;10459;13535;13439;10716;8918;7257;6769;6139;4240;2294;1507;706;167;25;138197;48;37;85;3226;3044;6270;12163;8889;12851;21740;15932;43.29;56.71;28095;1.96;4266.66;41.33;44.99;27.51;15.81;6.47;1.74;15.61;26.16;37.65;55.01;22.712;97;23198;82019;47633;0.07;0.02;0.02;12.21;0.0;0.28;0.0;0.0;0.0;0.0;2725;6810;4085;713;5.46;7523;90.52;9.48;-10.08;221;1259;5619;44;2449;17416;9671;3.0;Terciario;94777;0.296;2.905;0.079;0.268;0.001;0.066;0.229;3.715;0.995;4.006;1.073;3.985;1.067;3.183;0.852;2.686;0.719;2.076;0.556;2.091;0.56;2.622;0.702;3.15;0.844;3.871;1.037;0.102
Municipios;1505;Torrejón de Velasco;281505;9;Sudoeste Comunidad;52.16;180;251;352;346;248;208;261;302;404;505;457;346;242;197;170;118;56;70;20;8;1;4742;12;1;13;85;10;95;341;244;53;297;64;84.2;15.8;405;1.28;90.86;40.52;46.18;25.9;13.5;5.76;2.09;16.51;29.04;38.93;53.82;29.513;36;532;1862;1130;0.78;0.05;0.05;35.21;0.0;0.03;0.0;0.0;0.0;0.0;59;167;108;22;3.97;189;88.36;11.64;-11.27;0;24;147;26;156;817;481;1.0;Terciario;3319;0.122;0.842;0.057;0.467;0.004;0.029;0.089;1.171;0.546;1.633;0.762;1.947;0.909;1.552;0.724;1.341;0.626;1.002;0.468;0.802;0.374;0.886;0.414;1.171;0.546;1.674;0.781;0.145
Municipios;1492;Torrejón de la Calzada;281492;9;Sudoeste Comunidad;8.97;574;709;703;620;542;475;684;818;1009;971;768;639;490;442;323;197;112;77;37;8;2;10200;3;0;3;319;90;409;946;624;401;1025;491;65.83;34.17;1437;2.71;1137.12;38.22;39.86;22.81;11.75;4.25;1.22;19.47;30.86;42.23;60.14;27.728;10;1419;6162;3560;0.05;0.0;0.02;3.11;0.0;0.21;0.0;0.0;0.0;0.0;185;394;209;35;4.2;429;91.84;8.16;-4.88;6;62;330;9;386;1741;1010;1.0;Terciario;7016;0.205;1.423;0.061;0.299;0.0;0.058;0.146;2.318;0.692;2.651;0.792;3.025;0.903;2.101;0.627;1.757;0.524;1.424;0.425;1.48;0.442;1.871;0.559;2.249;0.671;2.933;0.876;0.144
