Serie;Codigo_municipio;Nombre;2023
Municipios;0416;Cobeña;134;1426;772;0;Terciario
Municipios;0468;Collado Mediano;146;1416;772;1;Terciario
Municipios;0474;Collado Villalba;1165;11004;6010;0;Terciario
Municipios;0455;Colmenar Viejo;1047;8697;4813;0;Terciario
Municipios;0437;Colmenar de Oreja;297;1159;729;1;Terciario
Municipios;0421;Colmenar del Arroyo;36;309;179;1;Terciario
Municipios;0442;Colmenarejo;156;1405;778;1;Terciario
Municipios;0480;Corpa;8;67;38;1;Terciario
Municipios;0493;Coslada;1845;12907;7230;3;Terciario
Municipios;0506;Cubas de la Sagra;213;917;548;1;Terciario
Municipios;0534;Daganzo de Arriba;343;1871;1057;1;Terciario
Municipios;0549;Escorial (El);265;3021;1637;1;Terciario
Municipios;0552;Estremera;29;254;152;2;Terciario
Municipios;0565;Fresnedillas de la Oliva;32;246;138;1;Terciario
Municipios;0571;Fresno de Torote;56;262;156;1;Terciario
Municipios;0587;Fuenlabrada;4846;29588;16673;3;Terciario
Municipios;0590;Fuente el Saz de Jarama;370;1566;918;1;Terciario
Municipios;0604;Fuentidueña de Tajo;54;308;190;1;Terciario
Municipios;0611;Galapagar;622;6401;3486;0;Terciario
Municipios;0626;Garganta de los Montes;24;76;51;2;Terciario
Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;8;73;42;2;Terciario
Municipios;0647;Gascones;11;59;38;2;Terciario
Municipios;0650;Getafe;3281;26370;14522;0;Terciario
Municipios;0663;Griñón;545;2529;1461;1;Terciario
Municipios;0679;Guadalix de la Sierra;170;1044;616;2;Terciario
Municipios;0685;Guadarrama;314;2852;1569;1;Terciario
Municipios;0698;Hiruela (La);1;35;18;2;Terciario
Municipios;0702;Horcajo de la Sierra0Aoslos;3;53;31;2;Terciario
Municipios;0719;Horcajuelo de la Sierra;4;23;15;2;Terciario
Municipios;0724;Hoyo de Manzanares;118;1818;962;0;Terciario
Municipios;0730;Humanes de Madrid;2633;5819;3748;0;Secundario
Municipios;0745;Leganés;3702;26428;14708;3;Terciario
Municipios;0758;Loeches;515;1750;1049;1;Terciario
Municipios;0761;Lozoya;17;133;75;2;Terciario
Municipios;9015;Lozoyuela-Navas-Sieteiglesias;48;300;173;2;Terciario
Municipios;0783;Madarcos;3;19;11;2;Terciario
Municipios;0800;Majadahonda;753;20263;10453;0;Terciario
Municipios;0822;Manzanares el Real;158;1438;798;1;Terciario
Municipios;0838;Meco;505;2354;1373;1;Terciario
Municipios;0843;Mejorada del Campo;1160;3914;2378;0;Terciario
Municipios;0856;Miraflores de la Sierra;161;1057;605;1;Terciario
Municipios;0869;Molar (El);190;1253;715;1;Terciario
Municipios;0875;Molinos (Los);113;837;474;1;Terciario
Municipios;0881;Montejo de la Sierra;7;63;37;2;Terciario
Municipios;0894;Moraleja de Enmedio;502;1315;827;1;Terciario
Municipios;0908;Moralzarzal;239;2449;1328;1;Terciario
Municipios;0915;Morata de Tajuña;182;1034;623;1;Terciario
Municipios;0920;Móstoles;3322;24800;13782;3;Terciario
Municipios;0936;Navacerrada;59;721;388;1;Terciario
Municipios;0941;Navalafuente;25;180;105;2;Terciario
Municipios;0954;Navalagamella;37;330;187;1;Terciario
Municipios;0967;Navalcarnero;780;4411;2540;1;Terciario
Municipios;0973;Navarredonda y San Mamés;4;31;19;2;Terciario
Municipios;0992;Navas del Rey;82;514;296;1;Terciario
Municipios;1006;Nuevo Baztán;169;1057;607;1;Terciario
Municipios;1013;Olmeda de las Fuentes;7;95;54;1;Terciario
Municipios;1028;Orusco de Tajuña;25;146;85;1;Terciario
Municipios;1049;Paracuellos de Jarama;720;4961;2731;0;Terciario
Municipios;1065;Parla;1966;13050;7381;3;Terciario
Municipios;1071;Patones;6;118;64;2;Terciario
Municipios;1087;Pedrezuela;104;820;456;1;Terciario
Municipios;1090;Pelayos de la Presa;98;509;294;1;Terciario
Municipios;1104;Perales de Tajuña;93;424;255;1;Terciario
Municipios;1111;Pezuela de las Torres;14;146;87;1;Terciario
Municipios;1126;Pinilla del Valle;2;23;13;2;Terciario
Municipios;1132;Pinto;1258;8557;4734;0;Terciario
Municipios;1147;Piñuécar0Gandullas;6;32;22;2;Terciario
Municipios;1150;Pozuelo de Alarcón;971;31017;15929;0;Terciario
Municipios;1163;Pozuelo del Rey;23;143;86;1;Terciario
Municipios;1179;Prádena del Rincón;10;32;23;2;Terciario
Municipios;1185;Puebla de la Sierra;1;20;11;2;Terciario
Municipios;9020;Puentes Viejas;17;122;72;2;Terciario
Municipios;1198;Quijorna;51;557;307;1;Terciario
Municipios;1202;Rascafría;54;437;256;2;Terciario
Municipios;1219;Redueña;5;92;49;1;Terciario
Municipios;1224;Ribatejada;20;113;67;1;Terciario
Municipios;1230;Rivas0Vaciamadrid;1694;16724;9060;0;Terciario
Municipios;1245;Robledillo de la Jara;2;16;9;2;Terciario
Municipios;1258;Robledo de Chavela;88;754;430;1;Terciario
Municipios;1261;Robregordo;1;11;6;2;Terciario
Municipios;1277;Rozas de Madrid (Las);1186;28465;14727;0;Terciario
Municipios;1283;Rozas de Puerto Real;8;139;75;2;Terciario
Municipios;1296;San Agustín del Guadalix;234;2714;1453;0;Terciario
Municipios;1300;San Fernando de Henares;1224;7061;3984;0;Terciario
Municipios;1317;San Lorenzo de El Escorial;255;3727;1986;1;Terciario
Municipios;1338;San Martín de Valdeiglesias;244;1395;809;2;Terciario
Municipios;1322;San Martín de la Vega;583;3152;1834;0;Terciario
Municipios;1343;San Sebastián de los Reyes;1788;18720;10068;0;Terciario
Municipios;1356;Santa María de la Alameda;63;266;172;1;Terciario
Municipios;1369;Santorcaz;25;119;74;1;Terciario
Municipios;1375;Santos de la Humosa (Los);45;325;185;1;Terciario
Municipios;1381;Serna del Monte (La);2;31;18;2;Terciario
Municipios;1408;Serranillos del Valle;183;846;497;1;Terciario
Municipios;1415;Sevilla la Nueva;234;1589;891;1;Terciario
Municipios;1436;Somosierra;1;30;16;2;Terciario
Municipios;1441;Soto del Real;142;1842;987;1;Terciario
Municipios;1454;Talamanca de Jarama;84;541;310;1;Terciario
Municipios;1467;Tielmes;69;349;208;1;Terciario
Municipios;1473;Titulcia;34;180;106;1;Terciario
Municipios;1489;Torrejón de Ardoz;2449;17416;9671;3;Terciario
Municipios;1505;Torrejón de Velasco;156;817;481;1;Terciario
Municipios;1492;Torrejón de la Calzada;386;1741;1010;1;Terciario
Municipios;1512;Torrelaguna;102;813;457;2;Terciario
Municipios;1527;Torrelodones;274;6830;3530;0;Terciario
Municipios;1533;Torremocha de Jarama;31;202;116;2;Terciario
Municipios;1548;Torres de la Alameda;376;1435;847;1;Terciario
Municipios;9036;Tres Cantos;469;10404;5377;0;Terciario
Municipios;1551;Valdaracete;14;69;44;1;Terciario
Municipios;1564;Valdeavero;73;277;171;1;Terciario
Municipios;1570;Valdelaguna;28;119;74;1;Terciario
Municipios;1586;Valdemanco;35;137;85;2;Terciario
Municipios;1599;Valdemaqueda;41;125;85;2;Terciario
Municipios;1603;Valdemorillo;295;2880;1577;1;Terciario
Municipios;1610;Valdemoro;1899;11983;6705;0;Terciario
Municipios;1625;Valdeolmos0Alalpardo;57;888;472;1;Terciario
Municipios;1631;Valdepiélagos;25;109;66;1;Terciario
Municipios;1646;Valdetorres de Jarama;128;734;430;1;Terciario
Municipios;1659;Valdilecha;83;414;255;1;Terciario
Municipios;1662;Valverde de Alcalá;7;54;32;1;Terciario
Municipios;1678;Velilla de San Antonio;460;2122;1230;0;Terciario
Municipios;1684;Vellón (El);52;243;148;1;Terciario
Municipios;1697;Venturada;51;755;399;1;Terciario
Municipios;1718;Villa del Prado;135;923;596;1;Terciario
Municipios;1701;Villaconejos;92;587;361;1;Terciario
Municipios;1723;Villalbilla;360;2231;1252;1;Terciario
Municipios;1739;Villamanrique de Tajo;13;118;74;1;Terciario
Municipios;1744;Villamanta;105;433;274;1;Terciario
Municipios;1757;Villamantilla;47;196;118;1;Terciario
Municipios;1782;Villanueva de Perales;30;281;159;1;Terciario
Municipios;1760;Villanueva de la Cañada;281;5671;2968;0;Terciario
Municipios;1776;Villanueva del Pardillo;285;3321;1784;1;Terciario
Municipios;1795;Villar del Olmo;86;432;254;1;Terciario
Municipios;1809;Villarejo de Salvanés;240;1091;663;1;Terciario
Municipios;1816;Villaviciosa de Odón;554;7587;4023;0;Terciario
Municipios;1821;Villavieja del Lozoya;7;45;27;2;Terciario
Municipios;1837;Zarzalejo;56;302;179;1;Terciario
