Serie;Codigo_municipio;Nombre;2015;2016;2017;2018;2019;2020;2021;2022;2023
Municipios;0647;Gascones;2;3;3;3;3;2;3;2;2;
Municipios;0650;Getafe;846;901;967;1008;1053;1093;1120;1181;1201;
Municipios;0663;Griñón;73;82;81;98;95;101;95;93;88;
Municipios;0679;Guadalix de la Sierra;38;35;36;36;40;42;52;49;50;
Municipios;0685;Guadarrama;125;129;140;148;142;156;150;149;157;
Municipios;0698;Hiruela (La);3;3;3;3;3;2;3;2;2;
Municipios;0702;Horcajo de la Sierra-Aoslos;5;4;4;4;4;5;7;6;6;
Municipios;0719;Horcajuelo de la Sierra;3;3;3;3;3;3;4;3;3;
Municipios;0724;Hoyo de Manzanares;70;73;75;84;90;97;111;110;107;
Municipios;0730;Humanes de Madrid;89;87;97;92;86;80;89;86;86;
Municipios;0745;Leganés;926;968;990;1016;1047;1077;1084;1121;1131;
Municipios;0758;Loeches;42;39;42;45;47;46;43;40;39;
Municipios;0761;Lozoya;9;8;8;8;10;8;7;8;8;
Municipios;9015;Lozoyuela-Navas-Sieteiglesias;18;20;18;18;18;18;17;16;17;
Municipios;0783;Madarcos;3;3;5;4;4;4;6;4;3;
Municipios;0796;Madrid;29466;31143;32381;33508;34061;35171;35761;36553;37109;
Municipios;0800;Majadahonda;806;832;881;920;945;972;960;1019;1072;
Municipios;0822;Manzanares el Real;59;64;67;63;63;77;79;90;91;
Municipios;0838;Meco;61;70;72;75;75;76;74;84;86;
Municipios;0843;Mejorada del Campo;100;95;105;107;101;107;116;115;117;
Municipios;0856;Miraflores de la Sierra;51;51;53;51;51;45;50;54;54;
Municipios;0869;Molar (El);41;42;37;41;39;46;42;44;46;
Municipios;0875;Molinos (Los);26;27;24;27;25;31;29;34;34;
Municipios;0881;Montejo de la Sierra;9;10;10;12;12;12;13;10;9;
Municipios;0894;Moraleja de Enmedio;34;32;30;32;37;38;44;45;47;
Municipios;0908;Moralzarzal;107;115;116;126;115;125;138;143;149;
Municipios;0915;Morata de Tajuña;33;39;36;39;41;40;42;40;38;
Municipios;0920;Móstoles;990;1065;1072;1103;1104;1128;1160;1145;1169;
Municipios;0936;Navacerrada;17;20;20;21;17;19;23;22;23;
Municipios;0941;Navalafuente;8;9;10;10;11;10;11;14;8;
Municipios;0954;Navalagamella;11;17;15;16;16;20;17;14;17;
Municipios;0967;Navalcarnero;144;158;170;182;197;203;215;224;224;
Municipios;0973;Navarredonda y San Mamés;3;4;3;3;3;3;5;4;4;
Municipios;0992;Navas del Rey;19;21;24;24;28;28;26;21;25;
Municipios;1006;Nuevo Baztán;41;46;45;40;41;45;41;43;38;
Municipios;1013;Olmeda de las Fuentes;7;5;5;6;5;6;9;7;8;
Municipios;1028;Orusco de Tajuña;8;8;7;8;8;7;9;8;8;
Municipios;1049;Paracuellos de Jarama;221;230;244;242;253;264;262;280;282;
Municipios;1065;Parla;385;414;443;528;518;548;575;571;559;
Municipios;1071;Patones;7;7;8;7;7;7;7;5;5;
Municipios;1087;Pedrezuela;43;41;44;48;55;53;54;55;57;
Municipios;1090;Pelayos de la Presa;18;16;17;21;19;16;19;18;17;
Municipios;1104;Perales de Tajuña;11;11;11;18;15;16;16;15;19;
Municipios;1111;Pezuela de las Torres;6;5;5;5;5;6;6;4;5;
Municipios;1126;Pinilla del Valle;4;3;3;3;2;2;3;2;2;
Municipios;1132;Pinto;333;365;377;391;392;402;341;368;358;
Municipios;1147;Piñuécar-Gandullas;4;4;3;3;3;4;5;3;3;
Municipios;1150;Pozuelo de Alarcón;1067;1096;1168;1206;1218;1254;1267;1338;1375;
Municipios;1163;Pozuelo del Rey;6;5;5;6;5;7;7;7;6;
Municipios;1179;Prádena del Rincón;3;5;4;3;2;2;5;3;3;
Municipios;1185;Puebla de la Sierra;2;2;2;2;2;2;3;2;2;
Municipios;9020;Puentes Viejas;9;10;9;8;10;10;11;10;11;
Municipios;1198;Quijorna;22;22;24;23;29;25;26;29;31;
Municipios;1202;Rascafría;6;6;6;7;9;7;10;8;8;
Municipios;1219;Redueña;3;3;4;5;5;6;7;5;4;
Municipios;1224;Ribatejada;8;10;9;8;7;7;9;9;7;
Municipios;1230;Rivas-Vaciamadrid;540;584;601;659;714;746;783;825;833;
Municipios;1245;Robledillo de la Jara;5;6;6;6;6;6;7;2;3;
Municipios;1258;Robledo de Chavela;37;35;33;33;35;37;36;39;42;
Municipios;1261;Robregordo;3;3;3;3;3;3;4;3;3;
Municipios;1277;Rozas de Madrid (Las);1121;1167;1189;1261;1246;1303;1311;1341;1351;
Municipios;1283;Rozas de Puerto Real;11;11;11;13;13;12;11;11;11;
Municipios;1296;San Agustín del Guadalix;99;112;114;112;104;112;113;118;112;
Municipios;1300;San Fernando de Henares;172;193;203;208;199;200;185;179;180;
Municipios;1317;San Lorenzo de El Escorial;190;184;191;190;190;196;208;192;202;
Municipios;1338;San Martín de Valdeiglesias;60;62;62;66;64;62;63;70;69;
Municipios;1322;San Martín de la Vega;83;90;89;94;123;131;126;121;126;
Municipios;1343;San Sebastián de los Reyes;580;625;656;706;730;783;769;787;787;
Municipios;1356;Santa María de la Alameda;11;10;11;12;9;11;12;11;14;
Municipios;1369;Santorcaz;5;4;3;5;4;3;6;4;5;
Municipios;1375;Santos de la Humosa (Los);11;12;16;15;15;14;12;12;11;
Municipios;1381;Serna del Monte (La);3;3;2;2;2;2;3;2;2;
Municipios;1408;Serranillos del Valle;32;29;28;31;30;26;26;27;29;
Municipios;1415;Sevilla la Nueva;117;125;140;147;154;155;151;131;145;
Municipios;1436;Somosierra;2;2;3;2;3;3;4;3;3;
Municipios;1441;Soto del Real;92;97;95;102;105;98;104;105;105;
Municipios;1454;Talamanca de Jarama;26;23;19;21;22;25;23;21;19;
Municipios;1467;Tielmes;14;18;17;17;18;20;21;17;15;
Municipios;1473;Titulcia;5;5;5;7;6;7;10;6;6;
Municipios;1489;Torrejón de Ardoz;562;602;609;639;640;670;669;726;736;
Municipios;1505;Torrejón de Velasco;63;61;59;62;65;64;64;63;62;
Municipios;1492;Torrejón de la Calzada;76;79;78;79;79;84;85;84;94;
Municipios;1512;Torrelaguna;27;24;24;25;27;28;31;31;35;
Municipios;1527;Torrelodones;309;319;324;340;368;354;376;381;379;
Municipios;1533;Torremocha de Jarama;14;16;14;15;13;13;18;14;12;
Municipios;1548;Torres de la Alameda;41;46;44;44;45;44;46;42;50;
Municipios;9036;Tres Cantos;469;507;532;555;594;599;590;618;627;
Municipios;1551;Valdaracete;6;6;6;6;6;6;7;6;6;
Municipios;1564;Valdeavero;8;6;7;8;8;6;6;4;5;
Municipios;1570;Valdelaguna;3;3;3;4;4;4;6;4;4;
Municipios;1586;Valdemanco;6;7;9;6;6;6;6;6;7;
Municipios;1599;Valdemaqueda;4;5;5;5;5;7;6;7;5;
Municipios;1603;Valdemorillo;92;93;99;100;118;125;122;139;145;
Municipios;1610;Valdemoro;781;793;789;735;723;731;735;722;736;
Municipios;1625;Valdeolmos-Alalpardo;130;128;129;127;119;117;120;123;118;
Municipios;1631;Valdepiélagos;4;5;5;6;6;6;7;5;4;
Municipios;1646;Valdetorres de Jarama;27;27;26;24;24;23;26;22;26;
Municipios;1659;Valdilecha;11;11;13;12;14;14;14;16;15;
Municipios;1662;Valverde de Alcalá;5;5;5;5;5;5;6;4;4;
Municipios;1678;Velilla de San Antonio;63;67;64;63;68;75;74;82;88;
Municipios;1684;Vellón (El);11;11;11;12;13;13;12;11;9;
Municipios;1697;Venturada;19;21;29;30;27;31;31;28;28;
Municipios;1718;Villa del Prado;27;27;27;26;24;26;32;25;22;
Municipios;1701;Villaconejos;14;14;15;14;13;14;14;16;17;
Municipios;1723;Villalbilla;76;79;80;92;99;104;110;115;121;
Municipios;1739;Villamanrique de Tajo;4;4;4;3;3;3;5;4;4;
Municipios;1744;Villamanta;18;20;20;17;22;22;22;20;22;
Municipios;1757;Villamantilla;10;12;12;12;14;15;17;14;13;
Municipios;1782;Villanueva de Perales;20;23;21;23;19;21;21;18;15;
Municipios;1760;Villanueva de la Cañada;278;303;319;358;386;390;413;415;415;
Municipios;1776;Villanueva del Pardillo;153;180;179;182;178;176;176;183;182;
Municipios;1795;Villar del Olmo;9;13;11;11;13;12;13;13;18;
Municipios;1809;Villarejo de Salvanés;31;35;35;39;38;36;35;35;35;
Municipios;1816;Villaviciosa de Odón;290;316;354;342;346;353;363;381;394;
Municipios;1821;Villavieja del Lozoya;4;5;4;5;5;5;6;6;6;
Municipios;1837;Zarzalejo;15;18;18;22;20;25;23;28;29;
