Serie;Codigo_municipio;Nombre;2015;2016;2017;2018;2019;2020;2021;2022;2023
Municipios;0127;Anchuelo;18;17;15;14;15;15;14;16;16;
Municipios;0133;Aranjuez;146;153;147;165;190;193;192;211;211;
Municipios;0148;Arganda del Rey;347;375;391;413;428;465;490;498;495;
Municipios;0151;Arroyomolinos;239;243;260;277;277;290;303;318;338;
Municipios;0164;Atazar (El);0;0;0;0;0;0;0;0;0;
Municipios;0170;Batres;17;18;19;18;22;21;24;23;21;
Municipios;0186;Becerril de la Sierra;29;31;33;31;33;27;25;26;25;
Municipios;0199;Belmonte de Tajo;5;5;8;8;10;10;9;10;9;
Municipios;0210;Berrueco (El);3;2;2;2;2;2;3;3;3;
Municipios;0203;Berzosa del Lozoya;0;1;1;1;0;0;0;0;0;
Municipios;0225;Boadilla del Monte;161;166;178;178;172;185;197;210;220;
Municipios;0231;Boalo (El);28;26;28;27;27;28;30;30;32;
Municipios;0246;Braojos;5;4;4;4;4;5;5;5;5;
Municipios;0259;Brea de Tajo;2;2;2;4;4;4;3;4;4;
Municipios;0262;Brunete;58;58;59;54;48;46;49;48;58;
Municipios;0278;Buitrago del Lozoya;10;10;11;12;12;9;9;9;8;
Municipios;0284;Bustarviejo;11;11;11;9;8;8;7;9;8;
Municipios;0297;Cabanillas de la Sierra;1;1;2;1;2;3;2;3;1;
Municipios;0301;Cabrera (La);10;9;9;12;11;11;11;9;10;
Municipios;0318;Cadalso de los Vidrios;12;9;12;11;11;11;14;14;12;
Municipios;0323;Camarma de Esteruelas;88;80;83;87;89;87;85;97;96;
Municipios;0339;Campo Real;76;88;82;84;84;78;74;81;74;
Municipios;0344;Canencia;1;1;1;1;2;2;2;2;2;
Municipios;0357;Carabaña;17;17;18;20;24;22;18;23;23;
Municipios;0360;Casarrubuelos;43;38;40;41;39;39;40;40;34;
Municipios;0376;Cenicientos;13;12;11;12;11;10;10;12;11;
Municipios;0382;Cercedilla;17;17;15;14;19;19;20;18;20;
Municipios;0395;Cervera de Buitrago;2;2;2;2;2;2;1;0;0;
Municipios;0513;Chapinería;9;7;4;6;7;7;8;6;5;
Municipios;0528;Chinchón;17;16;18;21;23;24;20;20;17;
Municipios;0409;Ciempozuelos;120;118;140;152;148;148;156;159;166;
Municipios;0416;Cobeña;46;50;52;51;49;49;49;54;54;
Municipios;0468;Collado Mediano;22;18;23;20;23;26;32;30;36;
Municipios;0474;Collado Villalba;250;248;252;265;288;284;305;313;300;
Municipios;0455;Colmenar Viejo;146;137;144;152;142;145;159;188;193;
Municipios;0437;Colmenar de Oreja;38;41;42;46;35;42;49;43;42;
Municipios;0421;Colmenar del Arroyo;7;8;8;6;6;6;9;8;7;
Municipios;0442;Colmenarejo;26;27;28;24;29;29;33;28;27;
Municipios;0480;Corpa;4;5;6;5;5;6;6;6;5;
Municipios;0493;Coslada;1131;1103;1120;1190;1329;1373;1235;1138;1052;
Municipios;0506;Cubas de la Sagra;46;47;54;57;54;58;56;56;50;
Municipios;0534;Daganzo de Arriba;113;116;110;118;127;123;125;122;121;
Municipios;0549;Escorial (El);37;38;41;36;36;37;41;43;43;
Municipios;0552;Estremera;15;17;17;15;16;14;14;15;13;
Municipios;0565;Fresnedillas de la Oliva;9;10;12;8;7;7;6;8;7;
Municipios;0571;Fresno de Torote;22;21;19;24;24;19;19;14;15;
Municipios;0587;Fuenlabrada;1700;1726;1719;1746;1689;1648;1602;1558;1491;
Municipios;0590;Fuente el Saz de Jarama;43;45;42;37;49;46;52;48;45;
Municipios;0604;Fuentidueña de Tajo;11;10;11;11;21;22;21;20;18;
Municipios;0611;Galapagar;92;91;92;101;115;116;112;113;114;
Municipios;0626;Garganta de los Montes;3;2;2;3;1;1;0;0;0;
Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;0;0;0;0;0;0;0;0;0;
Municipios;0647;Gascones;5;5;6;5;5;7;6;6;6;
Municipios;0650;Getafe;1156;1209;1299;1342;1390;1424;1477;1505;1511;
Municipios;0663;Griñón;94;94;89;94;91;89;93;86;86;
Municipios;0679;Guadalix de la Sierra;20;20;23;24;25;25;32;29;29;
Municipios;0685;Guadarrama;44;44;52;56;57;63;61;66;71;
Municipios;0698;Hiruela (La);0;0;0;0;0;0;0;0;0;
Municipios;0702;Horcajo de la Sierra-Aoslos;2;2;1;1;1;1;1;0;1;
Municipios;0719;Horcajuelo de la Sierra;0;0;0;0;0;1;1;1;0;
Municipios;0724;Hoyo de Manzanares;15;11;12;16;14;18;17;17;17;
Municipios;0730;Humanes de Madrid;165;166;170;179;194;200;214;218;221;
Municipios;0745;Leganés;1417;1417;1417;1447;1475;1520;1521;1506;1478;
Municipios;0758;Loeches;113;117;129;128;131;128;137;139;133;
Municipios;0761;Lozoya;0;0;1;2;3;5;3;3;3;
Municipios;9015;Lozoyuela-Navas-Sieteiglesias;14;16;15;15;14;15;15;15;13;
Municipios;0783;Madarcos;1;1;1;1;1;1;1;2;1;
Municipios;0796;Madrid;17123;17246;18132;19200;20504;21561;23442;22702;22901;
Municipios;0800;Majadahonda;153;152;154;166;179;168;167;185;204;
Municipios;0822;Manzanares el Real;37;38;34;33;31;35;34;32;30;
Municipios;0838;Meco;113;119;129;143;157;164;160;163;163;
Municipios;0843;Mejorada del Campo;223;222;233;236;227;233;226;226;212;
Municipios;0856;Miraflores de la Sierra;28;28;31;30;33;33;37;32;27;
Municipios;0869;Molar (El);57;59;56;54;52;54;56;54;56;
Municipios;0875;Molinos (Los);5;5;8;9;10;8;13;15;12;
Municipios;0881;Montejo de la Sierra;0;0;0;0;0;0;1;1;1;
Municipios;0894;Moraleja de Enmedio;72;71;70;74;71;72;76;81;80;
Municipios;0908;Moralzarzal;48;45;44;43;43;52;54;57;53;
Municipios;0915;Morata de Tajuña;50;59;57;57;61;63;62;64;60;
Municipios;0920;Móstoles;1306;1294;1281;1285;1270;1316;1336;1284;1262;
Municipios;0936;Navacerrada;1;0;1;1;2;5;7;4;6;
Municipios;0941;Navalafuente;3;3;2;3;5;5;7;7;8;
Municipios;0954;Navalagamella;10;10;11;12;15;12;13;10;10;
Municipios;0967;Navalcarnero;181;193;199;204;216;225;218;226;223;
Municipios;0973;Navarredonda y San Mamés;1;1;1;1;1;1;1;1;1;
Municipios;0992;Navas del Rey;8;8;14;18;21;24;24;22;21;
Municipios;1006;Nuevo Baztán;68;71;69;78;73;66;68;73;66;
Municipios;1013;Olmeda de las Fuentes;3;3;3;2;4;4;4;3;3;
Municipios;1028;Orusco de Tajuña;3;3;4;6;5;5;2;4;6;
Municipios;1049;Paracuellos de Jarama;128;127;139;147;158;172;181;186;181;
Municipios;1065;Parla;626;627;654;675;683;734;780;801;819;
Municipios;1071;Patones;1;1;2;2;2;3;3;2;2;
Municipios;1087;Pedrezuela;19;21;16;19;19;23;27;31;29;
Municipios;1090;Pelayos de la Presa;6;5;3;5;8;7;8;8;10;
Municipios;1104;Perales de Tajuña;21;22;20;17;18;18;17;17;17;
Municipios;1111;Pezuela de las Torres;10;12;11;11;11;10;12;11;12;
Municipios;1126;Pinilla del Valle;0;0;0;0;0;0;0;0;0;
Municipios;1132;Pinto;349;360;382;404;437;458;476;479;475;
Municipios;1147;Piñuécar-Gandullas;0;0;0;0;0;0;0;0;0;
Municipios;1150;Pozuelo de Alarcón;183;184;175;187;202;209;229;233;243;
Municipios;1163;Pozuelo del Rey;10;11;14;14;18;16;15;17;14;
Municipios;1179;Prádena del Rincón;0;0;0;0;0;0;0;2;2;
Municipios;1185;Puebla de la Sierra;2;2;2;2;3;2;2;2;2;
Municipios;9020;Puentes Viejas;5;3;7;6;9;9;9;7;7;
Municipios;1198;Quijorna;25;25;26;26;31;33;34;39;35;
Municipios;1202;Rascafría;6;9;9;8;7;8;8;9;8;
Municipios;1219;Redueña;11;12;14;14;13;13;11;11;12;
Municipios;1224;Ribatejada;11;7;7;7;7;6;6;5;6;
Municipios;1230;Rivas-Vaciamadrid;727;764;805;810;841;871;872;856;840;
Municipios;1245;Robledillo de la Jara;0;0;0;0;0;0;0;0;0;
Municipios;1258;Robledo de Chavela;7;8;9;10;10;9;9;15;12;
Municipios;1261;Robregordo;1;1;0;0;0;0;0;0;0;
Municipios;1277;Rozas de Madrid (Las);232;226;226;249;259;274;300;277;285;
Municipios;1283;Rozas de Puerto Real;6;6;7;7;5;5;5;11;6;
Municipios;1296;San Agustín del Guadalix;67;65;66;65;64;66;64;68;76;
Municipios;1300;San Fernando de Henares;479;489;481;487;492;484;511;495;499;
Municipios;1317;San Lorenzo de El Escorial;45;37;40;39;41;40;43;48;46;
Municipios;1338;San Martín de Valdeiglesias;21;23;21;19;21;23;22;24;20;
Municipios;1322;San Martín de la Vega;150;174;183;200;197;196;204;190;180;
Municipios;1343;San Sebastián de los Reyes;457;472;494;480;497;538;541;537;532;
Municipios;1356;Santa María de la Alameda;9;8;10;10;10;11;8;9;10;
Municipios;1369;Santorcaz;6;5;5;5;5;5;8;6;7;
Municipios;1375;Santos de la Humosa (Los);16;16;18;18;19;25;27;27;27;
Municipios;1381;Serna del Monte (La);1;1;1;1;1;1;1;1;1;
Municipios;1408;Serranillos del Valle;61;66;70;68;66;69;66;73;73;
Municipios;1415;Sevilla la Nueva;56;63;66;65;62;66;58;54;50;
Municipios;1436;Somosierra;0;0;0;0;0;0;0;0;0;
Municipios;1441;Soto del Real;36;36;33;28;31;34;36;32;34;
Municipios;1454;Talamanca de Jarama;12;11;14;19;15;21;24;21;21;
Municipios;1467;Tielmes;14;13;12;10;13;14;17;19;18;
Municipios;1473;Titulcia;10;10;11;11;10;13;16;13;12;
Municipios;1489;Torrejón de Ardoz;871;871;892;932;954;995;1038;1072;1040;
Municipios;1505;Torrejón de Velasco;56;48;48;51;51;51;48;53;54;
Municipios;1492;Torrejón de la Calzada;65;73;76;74;80;81;89;88;87;
Municipios;1512;Torrelaguna;26;23;22;22;28;28;30;26;28;
Municipios;1527;Torrelodones;44;41;44;43;47;51;51;53;56;
Municipios;1533;Torremocha de Jarama;7;8;7;4;4;5;5;3;3;
Municipios;1548;Torres de la Alameda;93;97;110;106;109;104;106;105;97;
Municipios;9036;Tres Cantos;149;163;172;162;162;161;171;160;160;
Municipios;1551;Valdaracete;0;1;1;1;1;1;1;1;1;
Municipios;1564;Valdeavero;17;20;19;20;18;17;17;19;15;
Municipios;1570;Valdelaguna;6;6;8;7;7;7;8;10;8;
Municipios;1586;Valdemanco;10;10;7;7;7;7;7;8;6;
Municipios;1599;Valdemaqueda;1;2;2;2;1;0;0;0;0;
Municipios;1603;Valdemorillo;71;66;62;62;70;70;63;64;68;
Municipios;1610;Valdemoro;553;565;593;626;614;623;639;654;652;
Municipios;1625;Valdeolmos-Alalpardo;27;28;29;26;24;24;26;27;25;
Municipios;1631;Valdepiélagos;1;2;3;2;3;3;3;3;3;
Municipios;1646;Valdetorres de Jarama;28;31;23;26;23;26;29;28;29;
Municipios;1659;Valdilecha;18;18;22;23;20;20;23;22;18;
Municipios;1662;Valverde de Alcalá;4;4;4;4;5;7;7;8;8;
Municipios;1678;Velilla de San Antonio;164;161;151;165;168;166;166;169;172;
Municipios;1684;Vellón (El);7;6;10;10;8;11;12;12;10;
Municipios;1697;Venturada;16;14;13;19;34;33;27;34;36;
Municipios;1718;Villa del Prado;35;26;28;29;30;30;27;32;30;
Municipios;1701;Villaconejos;38;37;35;37;37;40;44;46;47;
Municipios;1723;Villalbilla;107;113;113;110;118;118;116;128;128;
Municipios;1739;Villamanrique de Tajo;0;0;0;0;0;3;4;6;5;
Municipios;1744;Villamanta;15;14;14;14;19;19;15;14;15;
Municipios;1757;Villamantilla;5;6;8;6;9;12;15;14;12;
Municipios;1782;Villanueva de Perales;18;18;19;19;16;16;17;20;18;
Municipios;1760;Villanueva de la Cañada;57;54;58;58;53;56;62;65;71;
Municipios;1776;Villanueva del Pardillo;50;46;48;47;50;50;50;60;62;
Municipios;1795;Villar del Olmo;27;34;30;31;35;41;42;43;37;
Municipios;1809;Villarejo de Salvanés;32;32;29;30;25;28;29;37;37;
Municipios;1816;Villaviciosa de Odón;141;143;142;145;151;153;147;143;146;
Municipios;1821;Villavieja del Lozoya;0;0;0;0;0;0;0;0;0;
Municipios;1837;Zarzalejo;2;1;1;1;1;2;3;3;3;
