Serie;Codigo_municipio;Nombre;distancia_capital;municipio_codigo_ine;zona_estadistica_codigo;zona_estadistica;superficie_km2;afiliados_ss_primario;afiliados_ss_secundario;afiliados_ss_terciario;contratos_primario;contratos_secundario;contratos_terciario;empleo_primario;empleo_secundario;empleo_terciario;crecimiento_relativo_poblacion;densidad_poblacion;edad_media_total;grado_envejecimiento_mayores_45;grado_envejecimiento_mayores_55;grado_envejecimiento_mayores_65;grado_envejecimiento_mayores_75;grado_envejecimiento_mayores_85;grado_juventud_menores_15;grado_juventud_menores_25;grado_juventud_menores_35;grado_juventud_menores_45;variacion_relativa_paro_registrado;sup_edif_indust;sup_total_indust;sup_edif_terc_indust;sup_total_terc_indust;paro_registrado_entre_25_44;paro_registrado_mayores_25;paro_registrado_mayores_45;paro_registrado_menores_25;paro_registrado_por_100_habitantes;paro_registrado_total;porcentaje_parados_mayores_25;porcentaje_parados_menores_25;pib_municipios_sector_2020;poblacion_censada_total;num_explotaciones_agricolas_con_SAU;num_explotaciones_agricolas_con_SAU_huertos_consumo_propio;num_explotaciones_agricolas_con_SAU_tierra_pastos;superficie_explotaciones_agricolas_con_SAU;sup_explotaciones_agricolas_con_SAU_huertos_consumo_propio;sup_explotaciones_agricolas_con_SAU_tierra_pastos;unidades_productivas_primario;unidades_productivas_secundario;unidades_productivas_terciario
Municipios;1245;Robledillo de la Jara;79.092;281245;06;Sierra Norte;21.02;0.0;0.0;1100.0;0.0;0.0;8400.0;0.0;100.0;2500.0;18.75;4.52;53.64;67.37;50.53;33.68;23.16;8.42;5.26;15.79;20.00;32.63;100.00;0;0;0;0;0;4;4;0;4.21;4;100.00;0.00;terciario;95;0;0;0;0;0;0;0.0;47.0;799.0
Municipios;1258;Robledo de Chavela;74.920;281258;10;Sierra Sur;94.15;3200.0;8350.0;75750.0;1300.0;10200.0;64100.0;3350.0;8700.0;85100.0;2.20;46.32;44.12;52.66;33.96;19.39;9.67;3.55;13.22;24.06;32.86;47.34;14.11;0;0;0;0;101;251;150;24;6.30;275;91.27;8.73;terciario;4.364;34;2;34;2974.34;0.02;2973.60;1504.0;3713.0;32195.0
Municipios;1261;Robregordo;89.533;281261;06;Sierra Norte;18.35;0.0;0.0;1300.0;0.0;300.0;7900.0;0.0;100.0;2500.0;12.07;3.54;53.69;56.92;46.15;38.46;24.62;12.31;3.08;10.77;21.54;43.08;50.00;0;0;0;0;3;3;0;0;4.62;3;100.00;0.00;terciario;65;5;0;5;242.33;0.00;242.33;0.0;47.0;329.0
Municipios;1277;Rozas de Madrid (Las);19.981;281277;05;Oeste Metropolitano;58.28;2400.0;229400.0;5267100.0;7800.0;203100.0;5917700.0;10700.0;326700.0;5379950.0;0.31;1647.18;39.13;43.95;25.92;13.94;5.78;2.00;18.73;31.07;40.92;56.05;5.91;0;0;0;0;1131;2963;1832;156;3.25;3119;95.00;5.00;terciario;0;5;0;4;951.92;0.00;602.98;1363.0;52499.0;1303592.0
Municipios;1283;Rozas de Puerto Real;92.193;281283;10;Sierra Sur;29.55;0.0;450.0;17050.0;0.0;1000.0;24200.0;450.0;550.0;57850.0;4.72;18.78;49.72;59.46;43.24;29.55;17.66;6.85;9.37;16.94;26.85;40.54;-21.43;0;0;0;0;7;21;14;1;3.96;22;95.45;4.55;terciario;555;32;0;20;628.65;0.00;556.02;141.0;329.0;6533.0
Municipios;1296;San Agustín del Guadalix;36.132;0;0;0;0;700.0;72300.0;340800.0;800.0;96900.0;391500.0;500.0;110750.0;377050.0;0.65;351.87;37.40;41.52;21.45;10.11;4.51;1.55;20.27;32.87;42.71;58.48;0.00;0;0;0;0;182;497;315;30;3.91;527;94.31;5.69;terciario;13.466;21;3;17;2334.09;0.08;1416.34;470.0;11421.0;125020.0
Municipios;1300;San Fernando de Henares;18.348;281300;03;Este Metropolitano;38.84;550.0;193650.0;2173000.0;600.0;229600.0;3570400.0;700.0;320000.0;2370850.0;0.34;1017.91;41.43;46.95;29.71;14.43;6.08;2.03;13.70;25.22;37.51;53.05;3.05;37.58;32.32;0;0;890;2158;1268;210;5.98;2368;91.13;8.87;terciario;39.566;12;1;3;1146.08;0.03;141.77;611.0;56259.0;332854.0
Municipios;1317;San Lorenzo de El Escorial;62.624;281317;11;Sierra Central;56.38;2050.0;17400.0;438450.0;1000.0;20000.0;467400.0;2850.0;19500.0;586150.0;0.89;328.58;42.35;49.20;31.73;17.44;8.77;3.24;15.04;26.60;37.05;50.80;12.79;0;0;0;0;335;850;515;67;4.95;917;92.69;7.31;terciario;18.532;20;1;19;1971.12;0.05;1968.69;1175.0;11280.0;166474.0
Municipios;1338;San Martín de Valdeiglesias;78.770;0;0;0;0;1100.0;19000.0;141550.0;4600.0;17600.0;249600.0;1250.0;22250.0;192050.0;2.60;74.52;43.22;49.01;32.86;20.65;11.51;4.99;15.53;25.94;36.72;50.99;1.72;0;0;0;0;289;593;304;57;7.49;650;91.23;8.77;terciario;8.679;284;45;50;1497.99;1.67;717.00;987.0;10481.0;64578.0
Municipios;1322;San Martín de la Vega;30.402;0;0;0;0;3650.0;65250.0;390950.0;3600.0;70000.0;508000.0;3900.0;126500.0;478600.0;2.42;186.68;37.44;38.71;21.33;10.17;4.65;1.41;19.03;30.61;42.66;61.29;5.58;0;0;0;0;594;1264;670;137;7.14;1401;90.22;9.78;terciario;19.633;116;7;9;4361.71;0.13;552.86;2867.0;25427.0;145089.0
Municipios;1343;San Sebastián de los Reyes;20.284;0;0;0;0;3000.0;273700.0;3981800.0;3000.0;276500.0;5740900.0;8050.0;377950.0;4275650.0;2.18;1539.39;39.64;42.40;26.01;14.53;5.71;1.59;17.29;27.65;39.29;57.60;1.38;0;0;0;0;1644;3774;2130;264;4.43;4038;93.46;6.54;terciario;91.224;19;2;7;1652.61;0.05;13.60;2256.0;81968.0;873683.0
Municipios;1356;Santa María de la Alameda;70.111;0;0;0;0;1150.0;3800.0;19550.0;200.0;1700.0;21300.0;1150.0;5100.0;23900.0;5.34;17.45;44.94;55.49;37.62;19.08;7.80;3.03;13.63;21.50;30.89;44.51;2.15;0;0;0;0;30;89;59;6;7.19;95;93.68;6.32;terciario;1.321;38;1;38;3263.19;0.02;3263.17;987.0;2867.0;11844.0
Municipios;1369;Santorcaz;45.724;281369;08;Sudeste Comunidad;28.22;250.0;1200.0;6850.0;0.0;600.0;10600.0;300.0;1200.0;6600.0;1.47;31.83;43.74;50.17;31.37;18.58;10.90;3.11;13.24;23.69;32.70;49.83;-6.98;0;0;0;0;15;39;24;1;4.45;40;97.50;2.50;terciario;899;43;2;4;1672.44;0.07;184.46;282.0;1034.0;4277.0
Municipios;1375;Santos de la Humosa (Los);46.496;281375;08;Sudeste Comunidad;34.82;350.0;4800.0;30350.0;200.0;1300.0;28100.0;600.0;3500.0;33900.0;4.02;76.84;36.84;35.67;19.93;10.47;5.09;1.15;22.46;30.14;41.43;64.33;-6.76;0;0;0;0;61;128;67;10;5.12;138;92.75;7.25;terciario;2.694;22;1;4;2633.52;0.03;855.98;376.0;2209.0;15792.0
Municipios;1381;Serna del Monte (La);80.844;281381;06;Sierra Norte;5.52;300.0;0.0;3050.0;0.0;100.0;8100.0;250.0;100.0;3100.0;7.41;15.76;45.33;55.17;42.53;18.39;4.60;1.15;9.20;18.39;31.03;44.83;50.00;0;0;0;0;5;13;8;2;17.24;15;86.67;13.33;terciario;87;4;0;4;284.53;0.00;284.53;235.0;94.0;1692.0
Municipios;1408;Serranillos del Valle;35.694;281408;09;Sudoeste Comunidad;13.29;300.0;18600.0;96800.0;0.0;21400.0;96600.0;350.0;23550.0;120550.0;3.03;329.06;38.86;42.95;24.12;12.05;5.45;2.07;18.29;29.88;40.67;57.05;-0.41;0;0;0;0;96;220;124;21;5.62;241;91.29;8.71;terciario;4.291;10;1;1;672.64;0.04;34.26;329.0;8977.0;37741.0
Municipios;1415;Sevilla la Nueva;42.875;281415;09;Sudoeste Comunidad;24.74;600.0;17250.0;175400.0;300.0;15600.0;169100.0;450.0;20600.0;176700.0;0.80;379.67;38.50;41.48;21.89;12.20;6.22;2.67;20.15;31.00;40.23;58.52;4.48;0;0;0;0;182;449;267;41;5.22;490;91.63;8.37;terciario;9.393;8;1;3;966.14;0.04;3.11;376.0;10857.0;75576.0
Municipios;1436;Somosierra;93.268;281436;06;Sierra Norte;20.40;0.0;0.0;2900.0;0.0;0.0;7800.0;150.0;100.0;3950.0;1.16;4.26;51.74;63.22;45.98;27.59;17.24;9.20;3.45;9.20;27.59;36.78;-50.00;0;0;0;0;1;2;1;0;2.30;2;100.00;0.00;terciario;87;11;0;11;323.05;0.00;320.29;47.0;47.0;1598.0
Municipios;1441;Soto del Real;44.268;281441;11;Sierra Central;42.84;850.0;16650.0;208450.0;0.0;15000.0;156000.0;950.0;16000.0;273850.0;2.07;209.54;41.88;49.54;31.37;16.23;7.77;2.97;14.69;28.34;38.02;50.46;-7.18;0;0;0;0;119;318;199;31;3.89;349;91.12;8.88;terciario;8.981;23;0;23;1887.35;0.00;1886.57;705.0;6768.0;84412.0
Municipios;1454;Talamanca de Jarama;47.636;281454;07;Nordeste Comunidad;38.48;800.0;10800.0;46000.0;1300.0;3900.0;53400.0;850.0;21300.0;66550.0;4.02;104.18;38.61;39.56;23.01;12.54;6.01;2.39;19.07;28.17;40.38;60.44;2.53;0;0;0;0;92;191;99;12;5.06;203;94.09;5.91;terciario;4.012;49;1;5;2254.39;0.03;84.98;517.0;4136.0;25051.0
Municipios;1467;Tielmes;45.405;281467;08;Sudeste Comunidad;26.58;1400.0;6850.0;51450.0;3700.0;4200.0;44900.0;750.0;10650.0;50500.0;3.25;102.86;41.58;44.44;28.98;16.96;9.47;3.98;15.79;25.11;38.01;55.56;-12.07;0;0;0;0;85;190;105;14;7.46;204;93.14;6.86;terciario;2.736;74;1;2;981.67;0.03;59.25;658.0;3525.0;16121.0
Municipios;1473;Titulcia;40.449;281473;08;Sudeste Comunidad;10.11;250.0;3750.0;18600.0;100.0;4800.0;31300.0;500.0;3650.0;24450.0;2.13;132.25;41.32;47.13;29.31;16.78;8.65;1.86;16.41;26.32;37.73;52.87;-4.00;0;0;0;0;40;81;41;15;7.16;96;84.38;15.63;terciario;1.341;18;0;1;397.76;0.00;14.06;329.0;2068.0;9024.0
Municipios;1489;Torrejón de Ardoz;22.712;0;0;0;0;1800.0;452550.0;2975500.0;5600.0;934300.0;4131100.0;2400.0;928850.0;3743050.0;1.12;4101.67;39.87;41.89;26.02;14.82;5.82;1.66;16.84;26.50;38.60;58.11;-0.73;0;0;0;0;3569;7746;4177;786;6.42;8532;90.79;9.21;terciario;132.853;7;2;2;1220.68;0.04;27.71;1880.0;114210.0;806849.0
Municipios;1505;Torrejón de Velasco;29.513;0;0;0;0;2450.0;16500.0;87700.0;600.0;11700.0;71700.0;2000.0;25350.0;90250.0;0.09;84.04;39.25;43.87;24.69;13.18;6.02;1.87;18.90;29.62;39.58;56.13;0.90;0;0;0;0;83;203;120;20;5.08;223;91.03;8.97;terciario;4.386;78;5;5;3521.11;0.17;2.51;1504.0;7003.0;35250.0
Municipios;1492;Torrejón de la Calzada;27.728;0;0;0;0;500.0;54800.0;476050.0;400.0;40600.0;269600.0;450.0;76250.0;297900.0;3.63;1024.97;37.12;37.83;21.72;10.68;3.71;1.24;19.78;30.93;42.71;62.17;5.24;0;0;0;0;200;426;226;36;5.03;462;92.21;7.79;terciario;9.194;5;0;2;310.63;0.00;21.46;376.0;19458.0;76939.0
Municipios;1512;Torrelaguna;60.357;281512;06;Sierra Norte;43.06;1000.0;6300.0;65200.0;400.0;7900.0;76500.0;950.0;6400.0;107200.0;1.97;112.65;41.38;46.35;28.88;16.36;8.69;3.50;17.33;27.05;36.79;53.65;3.66;0;0;0;0;98;235;137;20;5.25;255;92.16;7.84;terciario;4.854;55;1;9;1817.16;0.01;240.16;705.0;4089.0;36331.0
Municipios;1527;Torrelodones;30.262;281527;05;Oeste Metropolitano;21.67;750.0;22800.0;637000.0;200.0;45200.0;792000.0;450.0;22800.0;738600.0;0.78;1102.49;39.48;45.90;27.42;13.51;6.01;1.97;17.89;32.11;41.43;54.10;13.13;0;0;0;0;238;729;491;29;3.17;758;96.17;3.83;terciario;23.902;0;0;0;0;0;0;376.0;11233.0;305500.0
Municipios;1533;Torremocha de Jarama;64.681;281533;06;Sierra Norte;18.86;400.0;1400.0;23100.0;400.0;700.0;31900.0;700.0;16800.0;45950.0;5.50;56.82;47.76;55.35;40.00;28.47;17.86;9.12;12.37;23.53;31.53;44.65;-33.93;33.05;16.52;0;0;9;34;25;3;3.44;37;91.89;8.11;secundario;1.075;56;2;6;1246.47;0.06;44.84;470.0;1269.0;10105.0
Municipios;1548;Torres de la Alameda;37.051;281548;08;Sudeste Comunidad;43.34;1950.0;38300.0;223150.0;1000.0;33900.0;220900.0;950.0;84300.0;261150.0;0.69;180.65;40.24;43.13;26.52;14.68;7.53;3.66;17.15;28.79;39.23;56.87;4.51;0;0;0;0;244;515;271;64;7.39;579;88.95;11.05;terciario;7.833;36;1;0;2545.16;0.03;0.00;752.0;18612.0;66740.0
Municipios;9036;Tres Cantos;24.566;289036;02;Norte Metropolitano;37.95;3650.0;343450.0;3364750.0;11200.0;392200.0;3855000.0;4800.0;798850.0;3565250.0;1.27;1273.08;39.68;43.99;28.01;13.29;5.10;1.78;16.29;28.67;40.77;56.01;7.58;66.37;53.37;0;0;595;1536;941;82;3.35;1618;94.93;5.07;terciario;48.326;21;0;20;1155.06;0.00;1123.72;893.0;20680.0;477332.0
Municipios;1551;Valdaracete;58.985;281551;08;Sudeste Comunidad;63.80;1000.0;400.0;4700.0;2600.0;600.0;13400.0;1550.0;1400.0;9550.0;-0.66;9.48;45.82;52.56;38.51;23.31;12.40;4.96;12.40;20.33;32.89;47.44;13.79;0;0;0;0;20;64;44;2;10.91;66;96.97;3.03;terciario;605;125;6;8;2764.78;0.20;10.91;564.0;705.0;3431.0
Municipios;1564;Valdeavero;47.888;281564;07;Nordeste Comunidad;18.71;1000.0;5250.0;22950.0;700.0;4500.0;29400.0;1200.0;9050.0;25400.0;2.38;84.94;39.52;40.35;24.51;13.26;5.72;1.76;17.66;26.59;38.40;59.65;24.44;0;0;0;0;51;100;49;12;7.04;112;89.29;10.71;terciario;1.591;13;1;1;1671.09;0.04;25.10;611.0;3431.0;13677.0
Municipios;1570;Valdelaguna;50.708;281570;08;Sudeste Comunidad;42.26;0.0;1650.0;7750.0;300.0;300.0;9600.0;350.0;2650.0;12450.0;4.48;23.26;42.61;47.50;29.62;19.41;9.91;3.06;15.32;24.82;35.24;52.50;0.00;0;0;0;0;21;52;31;7;6.03;59;88.14;11.86;terciario;979;84;10;7;829.26;0.43;47.70;329.0;1457.0;4653.0
Municipios;1586;Valdemanco;65.264;281586;06;Sierra Norte;17.79;0.0;3500.0;12100.0;0.0;1000.0;11600.0;50.0;3000.0;11800.0;5.36;54.10;43.49;49.33;31.46;20.87;10.80;3.74;15.99;24.82;32.29;50.67;4.65;0;0;0;0;16;43;27;2;4.67;45;95.56;4.44;secundario;963;4;1;4;38.14;0.03;37.55;47.0;1504.0;6204.0
Municipios;1599;Valdemaqueda;80.311;281599;10;Sierra Sur;51.79;250.0;2750.0;10900.0;1100.0;1400.0;20500.0;550.0;3000.0;11600.0;-0.77;14.98;44.24;52.26;37.03;21.29;10.97;2.58;15.87;23.35;34.06;47.74;0.00;0;0;0;0;27;73;46;5;10.06;78;93.59;6.41;terciario;775;0;0;0;0;0;0;517.0;1974.0;6486.0
Municipios;1603;Valdemorillo;49.031;281603;11;Sierra Central;93.80;1050.0;27050.0;234250.0;1500.0;13200.0;165900.0;1150.0;34750.0;251800.0;2.03;136.02;40.39;47.28;26.89;14.12;6.19;1.81;17.08;28.41;37.80;52.72;7.92;0;0;0;0;217;634;417;34;5.23;668;94.91;5.09;terciario;12.772;45;6;39;2140.73;0.15;2082.12;987.0;12408.0;122717.0
Municipios;1610;Valdemoro;28.750;281610;04;Sur Metropolitano;64.16;1350.0;220500.0;2306100.0;2900.0;335500.0;3665600.0;2150.0;323650.0;2648150.0;1.69;1202.83;37.14;38.91;19.29;9.79;4.42;1.35;20.21;31.49;41.53;61.09;1.44;0;0;0;0;2033;4280;2247;431;6.10;4711;90.85;9.15;terciario;77.270;19;1;4;1111.69;0.03;114.38;1081.0;90193.0;548490.0
Municipios;1625;Valdeolmos-Alalpardo;37.129;281625;07;Nordeste Comunidad;25.84;550.0;10650.0;77950.0;1700.0;43800.0;97300.0;550.0;21500.0;103500.0;2.32;163.59;37.17;38.37;21.24;11.11;4.68;1.56;21.05;32.54;42.18;61.63;5.04;0;0;0;0;71;138;67;8;3.45;146;94.52;5.48;terciario;4.232;22;0;5;2190.06;0.00;88.95;470.0;2679.0;39480.0
Municipios;1631;Valdepiélagos;51.502;0;0;0;0;300.0;1050.0;8850.0;0.0;400.0;11200.0;400.0;2500.0;10000.0;5.14;34.69;41.51;45.77;28.01;14.98;7.82;3.26;15.64;24.76;35.83;54.23;6.90;0;0;0;0;17;30;13;1;5.05;31;96.77;3.23;terciario;614;13;1;1;1357.81;0.03;156.87;376.0;1034.0;5217.0
Municipios;1646;Valdetorres de Jarama;41.951;281646;07;Nordeste Comunidad;35.07;1400.0;9300.0;66050.0;500.0;9500.0;52000.0;1050.0;9450.0;71900.0;1.87;130.48;41.64;46.98;29.12;16.57;8.27;2.82;15.72;26.39;36.98;53.02;2.18;0;0;0;0;98;263;165;18;6.13;281;93.59;6.41;terciario;4.581;27;2;7;2211.95;0.04;30.80;705.0;5734.0;32195.0
Municipios;1659;Valdilecha;45.871;281659;08;Sudeste Comunidad;42.57;1750.0;10700.0;57450.0;5300.0;8000.0;61300.0;1750.0;11850.0;65650.0;1.67;70.03;39.93;42.66;26.43;14.35;6.84;2.52;16.43;27.00;39.77;57.34;-9.38;0;0;0;0;91;188;97;15;6.81;203;92.61;7.39;terciario;2.982;155;9;10;4053.24;0.26;759.13;1363.0;3948.0;19599.0
Municipios;1662;Valverde de Alcalá;42.548;0;0;0;0;0.0;450.0;3700.0;0.0;400.0;8600.0;250.0;350.0;4200.0;7.10;36.22;43.90;51.00;32.33;16.67;7.63;2.61;10.84;20.88;31.93;49.00;-19.23;0;0;0;0;11;21;10;0;4.22;21;100.00;0.00;terciario;498;12;0;2;416.47;0.00;6.52;188.0;329.0;2679.0
Municipios;1678;Velilla de San Antonio;21.480;281678;03;Este Metropolitano;14.37;300.0;47700.0;1225700.0;100.0;77700.0;311000.0;300.0;90300.0;279500.0;1.18;860.92;37.70;40.64;21.41;8.82;3.38;1.16;17.61;30.23;41.42;59.36;1.18;0;0;0;0;256;620;364;64;5.53;684;90.64;9.36;terciario;12.380;7;1;1;484.34;0.02;0.02;282.0;21949.0;94047.0
Municipios;1684;Vellón (El);48.389;0;0;0;0;550.0;1800.0;15850.0;900.0;1600.0;18100.0;900.0;3000.0;23800.0;2.35;59.80;41.19;43.71;26.70;16.72;7.88;2.89;16.12;24.50;35.98;56.29;-9.59;0;0;0;0;60;124;64;8;6.59;132;93.94;6.06;terciario;2.004;30;5;17;1484.73;0.18;736.20;517.0;2397.0;11656.0
Municipios;1697;Venturada;52.667;281697;06;Sierra Norte;10.22;250.0;2750.0;44500.0;0.0;2500.0;58300.0;200.0;3100.0;85300.0;3.61;219.06;40.80;49.26;27.35;13.30;5.80;1.65;15.31;27.84;36.23;50.74;-2.38;0;0;0;0;25;80;55;2;3.66;82;97.56;2.44;terciario;2.241;12;1;6;466.24;0.01;321.81;188.0;1927.0;31114.0
Municipios;1718;Villa del Prado;66.911;281718;09;Sudoeste Comunidad;77.27;11700.0;12600.0;151650.0;21600.0;16600.0;199400.0;11450.0;12650.0;112100.0;2.16;86.16;41.41;45.74;30.04;17.93;9.46;3.86;16.57;27.67;39.66;54.26;3.28;0;0;0;0;168;365;197;44;6.14;409;89.24;10.76;terciario;6.661;266;22;23;3747.97;0.59;1607.32;7708.0;6110.0;43428.0
Municipios;1701;Villaconejos;55.549;281701;08;Sudeste Comunidad;33.27;5150.0;5950.0;49950.0;20400.0;3400.0;86000.0;5150.0;9700.0;55900.0;1.00;102.79;41.74;45.70;30.48;18.35;9.50;3.24;15.23;26.68;38.75;54.30;4.71;0;0;0;0;117;254;137;35;8.45;289;87.89;12.11;terciario;3.422;106;3;2;2981.21;0.08;465.80;3948.0;4089.0;27072.0
Municipios;1723;Villalbilla;39.662;281723;08;Sudeste Comunidad;34.72;350.0;37900.0;238100.0;100.0;65200.0;257500.0;400.0;60800.0;236600.0;3.70;414.52;36.67;36.72;20.45;9.94;3.77;1.21;20.69;31.02;42.18;63.28;4.06;0;0;0;0;317;588;271;53;4.45;641;91.73;8.27;terciario;14.392;25;2;2;1902.76;0.07;125.11;329.0;17390.0;99640.0
Municipios;1739;Villamanrique de Tajo;64.302;281739;08;Sudeste Comunidad;29.58;1200.0;600.0;9700.0;7400.0;1700.0;33300.0;1300.0;1000.0;14400.0;0.57;23.88;45.17;51.34;35.36;21.78;11.32;4.38;12.02;21.92;31.68;48.66;9.38;0;0;0;0;31;65;34;5;9.90;70;92.86;7.14;terciario;707;33;0;3;2305.11;0.00;54.38;1034.0;658.0;5640.0
Municipios;1744;Villamanta;47.225;281744;09;Sudoeste Comunidad;63.23;2100.0;6800.0;41800.0;2200.0;17600.0;61200.0;2700.0;8950.0;52550.0;1.96;41.18;43.59;48.71;33.55;20.23;12.21;6.22;15.24;25.11;36.58;51.29;11.98;0;0;0;0;80;171;91;16;7.18;187;91.44;8.56;terciario;2.605;62;8;15;2618.04;0.23;1149.44;1786.0;5170.0;20210.0
Municipios;1757;Villamantilla;53.900;281757;09;Sudoeste Comunidad;23.92;350.0;3200.0;19250.0;400.0;2100.0;15500.0;350.0;4050.0;24000.0;2.85;61.90;38.82;41.97;23.48;12.28;6.75;2.50;20.45;29.96;38.73;58.03;-8.82;0;0;0;0;37;83;46;10;6.28;93;89.25;10.75;terciario;1.482;7;1;5;1240.30;0.01;438.36;282.0;1927.0;8930.0
Municipios;1782;Villanueva de Perales;50.249;281782;09;Sudoeste Comunidad;31.43;600.0;3250.0;25250.0;400.0;2900.0;22900.0;550.0;4300.0;31500.0;1.86;50.62;39.85;46.04;24.56;12.50;5.21;1.19;16.77;28.45;37.31;53.96;-4.44;0;0;0;0;20;71;51;15;5.40;86;82.56;17.44;terciario;1.592;6;0;4;2863.48;0.00;934.13;470.0;1457.0;13630.0
Municipios;1760;Villanueva de la Cañada;43.204;0;0;0;0;1700.0;24850.0;680050.0;2300.0;38100.0;568200.0;1450.0;36650.0;676750.0;3.12;635.67;37.63;40.77;23.46;11.18;5.00;1.54;18.25;33.34;44.99;59.23;-1.00;0;0;0;0;251;651;400;44;3.14;695;93.67;6.33;terciario;22.115;6;1;2;533.00;0.02;10.16;893.0;11045.0;250604.0
Municipios;1776;Villanueva del Pardillo;28.830;281776;11;Sierra Central;25.43;1500.0;31050.0;329400.0;2000.0;45500.0;280300.0;950.0;35450.0;357400.0;1.26;683.54;35.93;39.41;17.83;8.38;3.62;1.14;22.78;35.31;44.18;60.59;7.22;0;0;0;0;269;670;401;43;4.10;713;93.97;6.03;terciario;17.396;12;0;5;1614.88;0.00;509.31;611.0;12361.0;151904.0
Municipios;1795;Villar del Olmo;48.941;281795;08;Sudeste Comunidad;27.78;250.0;6800.0;36750.0;1200.0;4400.0;26800.0;200.0;6300.0;28550.0;3.38;74.78;41.47;49.30;30.30;13.61;5.34;1.68;14.48;26.21;36.80;50.70;-7.03;0;0;0;0;42;110;68;9;5.72;119;92.44;7.56;terciario;2.079;24;3;5;730.66;0.11;17.16;188.0;3337.0;19505.0
Municipios;1809;Villarejo de Salvanés;50.672;0;0;0;0;4050.0;63650.0;153300.0;8600.0;262500.0;371500.0;4150.0;108400.0;183900.0;1.34;62.41;41.08;45.07;29.52;16.35;8.14;3.19;16.47;27.19;39.12;54.93;-0.34;0;0;0;0;201;539;338;55;7.99;594;90.74;9.26;terciario;7.433;472;9;21;6408.43;0.27;615.77;2773.0;11844.0;52781.0
Municipios;1816;Villaviciosa de Odón;26.157;0;0;0;0;5600.0;74050.0;1010550.0;2900.0;59400.0;851300.0;3300.0;93000.0;999800.0;1.12;412.55;42.34;48.57;32.95;19.50;7.97;2.52;14.40;27.55;38.31;51.43;2.09;0;0;0;0;349;873;524;54;3.29;927;94.17;5.83;terciario;28.148;31;8;10;1047.89;0.27;60.16;1175.0;26085.0;340797.0
Municipios;1821;Villavieja del Lozoya;80.015;281821;06;Sierra Norte;23.30;0.0;500.0;3900.0;100.0;600.0;11100.0;150.0;600.0;5400.0;3.56;11.24;46.21;59.92;37.02;19.85;10.69;3.82;9.92;23.28;30.53;40.08;50.00;0;0;0;0;4;12;8;0;4.58;12;100.00;0.00;terciario;262;8;0;8;696.08;0.00;689.90;141.0;423.0;2679.0
Municipios;1837;Zarzalejo;65.280;281837;10;Sierra Sur;20.18;450.0;9000.0;24750.0;0.0;11000.0;37000.0;850.0;19550.0;36650.0;4.58;85.88;42.57;50.06;32.24;17.70;10.15;4.04;17.01;27.22;35.35;49.94;8.26;0;0;0;0;42;108;66;10;6.81;118;91.53;8.47;secundario;1.734;14;3;14;577.01;0.08;567.00;470.0;2867.0;12455.0
Comunidad de Madrid;;Comunidad de Madrid;;0;0;0;0;359850.0;19468450.0;302800000.0;934800.0;25014600.0;339257600.0;389500.0;28705350.0;321820700.0;1.75;844.23;41.98;46.29;30.24;17.83;8.79;2.99;14.96;25.07;37.41;53.71;2.83;0;0;0;0;148404;335594;187190;28166;5.37;363760;92.26;7.74;terciario;0;7716;491;1918;303329.62;15.11;118008.83;226587.0;5329894.0;66405078.0
Zonas Estadísticas;01;Municipio de Madrid ;;0;0;0;0;99550.0;7810200.0;193947000.0;474400.0;10654100.0;202542900.0;125250.0;10327850.0;200217650.0;2.10;5512.13;43.56;48.22;32.79;20.06;11.00;4.02;13.08;22.64;36.21;51.78;2.98;0;0;0;0;70059;160007;89948;12663;5.18;172670;92.67;7.33;terciario;0;109;3;12;2030.10;0.13;71.69;70453.0;1929632.0;38345796.0
Zonas Estadísticas;02;Norte Metropolitano ;;0;0;0;0;23250.0;1811500.0;20088950.0;31700.0;1655000.0;20089900.0;29200.0;2674500.0;20619650.0;0.23;832.48;39.74;43.23;26.66;14.45;6.03;1.87;17.06;28.34;40.03;56.77;3.98;0;0;0;0;5936;13867;7931;1030;4.24;14897;93.09;6.91;terciario;0;0;0;0;0;0;0;13348.0;277723.0;3502769.0
Zonas Estadísticas;03;Este Metropolitano  ;;0;0;0;0;12500.0;2836300.0;19341300.0;29000.0;3960100.0;29531100.0;15800.0;4851650.0;23691850.0;2.03;1604.47;40.33;43.88;27.44;14.80;5.95;1.76;16.38;26.57;38.41;56.12;1.72;0;0;0;0;16452;36882;20430;3389;6.05;40271;91.58;8.42;terciario;0;0;0;0;0;0;0;11092.0;782362.0;4962213.0
Zonas Estadísticas;04;Sur Metropolitano   ;;0;0;0;0;42400.0;4320500.0;32001300.0;83200.0;5448000.0;48674600.0;39450.0;7141200.0;39845400.0;1.05;1779.38;41.20;45.02;29.08;17.45;7.16;1.88;16.14;26.02;37.32;54.98;1.71;0;0;0;0;35957;76965;41008;7351;6.28;84316;91.28;8.72;terciario;0;49;37;68;32953.70;1.14;3171.95;27354.0;1304908.0;8763432.0
Zonas Estadísticas;05;Oeste Metropolitano ;;0;0;0;0;34200.0;888350.0;23683400.0;61400.0;1001500.0;21675300.0;46050.0;1101100.0;23342400.0;1.26;1015.02;39.80;44.97;27.40;14.80;6.45;2.05;17.55;30.33;40.67;55.03;5.77;0;0;0;0;6836;17454;10618;1079;3.67;18533;94.18;5.82;terciario;0;0;0;0;0;0;0;14523.0;303996.0;6231119.0
