Serie;Codigo_municipio;Nombre;2015;2016;2017;2018;2019;2020;2021;2022;2023
Municipios;0480;Corpa;3;3;2;2;2;2;2;2;3;
Municipios;0493;Coslada;16;17;13;13;17;19;17;19;16;
Municipios;0506;Cubas de la Sagra;7;5;5;8;9;9;6;5;7;
Municipios;0534;Daganzo de Arriba;25;21;17;19;19;21;20;19;19;
Municipios;0549;Escorial (El);29;27;30;28;29;31;30;32;31;
Municipios;0552;Estremera;23;23;22;20;22;24;23;24;24;
Municipios;0565;Fresnedillas de la Oliva;5;4;4;4;7;6;5;5;4;
Municipios;0571;Fresno de Torote;11;10;12;8;5;5;5;7;5;
Municipios;0587;Fuenlabrada;85;80;85;90;87;79;91;88;93;
Municipios;0590;Fuente el Saz de Jarama;33;38;32;31;30;27;24;27;22;
Municipios;0604;Fuentidueña de Tajo;31;29;25;23;24;26;26;27;27;
Municipios;0611;Galapagar;31;29;31;33;35;36;32;33;28;
Municipios;0626;Garganta de los Montes;9;9;7;7;5;6;7;7;7;
Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;8;8;7;7;7;5;4;4;4;
Municipios;0647;Gascones;4;5;6;6;6;7;6;7;7;
Municipios;0650;Getafe;83;69;62;61;55;63;59;55;56;
Municipios;0663;Griñón;18;19;18;18;18;18;18;15;17;
Municipios;0679;Guadalix de la Sierra;47;44;45;41;44;43;40;37;42;
Municipios;0685;Guadarrama;22;24;23;21;20;17;17;25;22;
Municipios;0698;Hiruela (La);0;0;0;0;0;0;0;0;0;
Municipios;0702;Horcajo de la Sierra-Aoslos;4;4;4;7;6;7;7;7;6;
Municipios;0719;Horcajuelo de la Sierra;3;3;3;3;3;3;3;3;3;
Municipios;0724;Hoyo de Manzanares;7;7;5;5;7;10;8;8;7;
Municipios;0730;Humanes de Madrid;24;25;24;23;22;21;20;20;22;
Municipios;0745;Leganés;41;39;45;43;40;35;43;38;30;
Municipios;0758;Loeches;8;6;8;9;8;7;7;8;9;
Municipios;0761;Lozoya;6;7;6;6;7;5;4;4;4;
Municipios;9015;Lozoyuela-Navas-Sieteiglesias;3;6;5;4;8;5;5;7;7;
Municipios;0783;Madarcos;3;1;1;1;1;1;2;3;1;
Municipios;0796;Madrid;1408;1391;1420;1432;1427;1499;1446;1520;1539;
Municipios;0800;Majadahonda;35;37;32;33;36;37;37;41;42;
Municipios;0822;Manzanares el Real;13;17;14;14;11;12;14;15;16;
Municipios;0838;Meco;16;16;13;13;12;10;11;11;13;
Municipios;0843;Mejorada del Campo;13;12;11;9;10;9;7;8;5;
Municipios;0856;Miraflores de la Sierra;21;21;21;18;16;17;16;16;16;
Municipios;0869;Molar (El);20;22;16;16;21;20;19;17;20;
Municipios;0875;Molinos (Los);11;11;11;11;10;10;8;10;9;
Municipios;0881;Montejo de la Sierra;9;9;7;8;8;7;7;7;5;
Municipios;0894;Moraleja de Enmedio;15;16;17;15;16;13;11;10;10;
Municipios;0908;Moralzarzal;11;12;13;13;14;15;11;13;12;
Municipios;0915;Morata de Tajuña;64;60;61;54;56;53;50;59;56;
Municipios;0920;Móstoles;62;52;54;59;56;57;54;43;47;
Municipios;0936;Navacerrada;0;1;1;0;1;1;1;0;0;
Municipios;0941;Navalafuente;10;9;9;10;11;10;8;10;9;
Municipios;0954;Navalagamella;13;14;13;15;12;13;12;13;12;
Municipios;0967;Navalcarnero;66;59;54;50;49;40;47;43;43;
Municipios;0973;Navarredonda y San Mamés;2;3;3;3;3;3;3;3;3;
Municipios;0992;Navas del Rey;6;7;7;7;5;7;7;9;8;
Municipios;1006;Nuevo Baztán;4;4;5;4;4;6;5;6;6;
Municipios;1013;Olmeda de las Fuentes;4;4;4;4;4;4;4;6;6;
Municipios;1028;Orusco de Tajuña;3;4;4;3;3;4;4;3;4;
Municipios;1049;Paracuellos de Jarama;16;15;17;16;15;13;12;10;11;
Municipios;1065;Parla;44;43;45;43;42;39;42;38;34;
Municipios;1071;Patones;4;4;4;3;2;1;1;4;4;
Municipios;1087;Pedrezuela;7;9;8;9;9;11;10;10;7;
Municipios;1090;Pelayos de la Presa;3;3;3;3;4;4;4;4;1;
Municipios;1104;Perales de Tajuña;8;9;8;13;12;11;10;11;11;
Municipios;1111;Pezuela de las Torres;22;20;19;18;18;17;18;14;16;
Municipios;1126;Pinilla del Valle;1;1;1;1;1;1;1;1;1;
Municipios;1132;Pinto;27;25;24;21;23;25;25;24;24;
Municipios;1147;Piñuécar-Gandullas;7;7;6;6;5;5;5;5;6;
Municipios;1150;Pozuelo de Alarcón;45;49;56;61;61;63;61;65;67;
Municipios;1163;Pozuelo del Rey;8;9;8;8;8;8;8;8;8;
Municipios;1179;Prádena del Rincón;2;4;4;3;3;3;3;6;5;
Municipios;1185;Puebla de la Sierra;2;2;2;2;2;2;1;1;1;
Municipios;9020;Puentes Viejas;2;2;2;2;4;4;4;5;5;
Municipios;1198;Quijorna;13;10;12;9;10;13;9;8;10;
Municipios;1202;Rascafría;25;26;26;25;24;25;26;26;29;
Municipios;1219;Redueña;3;3;3;3;3;4;3;3;2;
Municipios;1224;Ribatejada;3;2;2;3;3;3;3;4;5;
Municipios;1230;Rivas-Vaciamadrid;25;24;27;24;22;23;21;24;25;
Municipios;1245;Robledillo de la Jara;0;0;1;1;0;0;0;0;0;
Municipios;1258;Robledo de Chavela;32;31;33;36;34;32;29;31;30;
Municipios;1261;Robregordo;1;1;0;0;0;0;0;0;0;
Municipios;1277;Rozas de Madrid (Las);31;33;29;28;31;29;33;38;36;
Municipios;1283;Rozas de Puerto Real;1;3;4;4;5;3;3;4;4;
Municipios;1296;San Agustín del Guadalix;11;9;8;11;12;10;12;15;12;
Municipios;1300;San Fernando de Henares;18;20;17;19;15;13;18;14;12;
Municipios;1317;San Lorenzo de El Escorial;25;26;23;21;28;25;31;27;25;
Municipios;1338;San Martín de Valdeiglesias;25;25;24;24;22;21;21;19;19;
Municipios;1322;San Martín de la Vega;65;71;65;62;72;61;57;59;64;
Municipios;1343;San Sebastián de los Reyes;59;50;48;52;48;48;56;50;47;
Municipios;1356;Santa María de la Alameda;21;22;23;23;23;21;19;19;20;
Municipios;1369;Santorcaz;6;7;7;7;6;6;6;7;7;
Municipios;1375;Santos de la Humosa (Los);10;11;12;9;7;8;7;7;8;
Municipios;1381;Serna del Monte (La);6;7;6;5;5;5;5;5;4;
Municipios;1408;Serranillos del Valle;6;6;7;6;7;7;7;5;6;
Municipios;1415;Sevilla la Nueva;9;11;9;9;10;8;8;10;10;
Municipios;1436;Somosierra;1;1;1;1;1;1;1;1;1;
Municipios;1441;Soto del Real;19;20;18;17;17;15;13;12;13;
Municipios;1454;Talamanca de Jarama;11;10;11;10;9;11;11;11;11;
Municipios;1467;Tielmes;12;12;15;11;15;14;16;17;13;
Municipios;1473;Titulcia;9;7;7;6;7;7;6;5;5;
Municipios;1489;Torrejón de Ardoz;48;49;46;49;43;40;37;36;44;
Municipios;1505;Torrejón de Velasco;32;31;30;31;34;32;32;28;26;
Municipios;1492;Torrejón de la Calzada;10;7;7;6;7;8;9;9;9;
Municipios;1512;Torrelaguna;20;20;15;15;17;15;15;16;16;
Municipios;1527;Torrelodones;4;5;8;7;8;8;9;9;13;
Municipios;1533;Torremocha de Jarama;12;11;10;12;11;10;9;8;8;
Municipios;1548;Torres de la Alameda;19;19;16;16;16;16;14;15;17;
Municipios;9036;Tres Cantos;15;15;15;13;19;19;16;17;11;
Municipios;1551;Valdaracete;10;13;12;13;12;12;10;10;10;
Municipios;1564;Valdeavero;15;15;14;13;14;13;12;12;13;
Municipios;1570;Valdelaguna;10;11;7;9;8;7;6;6;6;
Municipios;1586;Valdemanco;1;1;0;0;2;1;0;0;0;
Municipios;1599;Valdemaqueda;8;9;8;9;9;11;7;8;8;
Municipios;1603;Valdemorillo;20;24;24;25;25;21;20;25;26;
Municipios;1610;Valdemoro;37;34;35;30;27;23;26;27;25;
Municipios;1625;Valdeolmos-Alalpardo;12;12;11;9;11;10;10;11;10;
Municipios;1631;Valdepiélagos;6;5;5;7;7;8;7;6;5;
Municipios;1646;Valdetorres de Jarama;12;12;12;11;11;15;17;20;19;
Municipios;1659;Valdilecha;29;29;31;28;30;29;29;28;28;
Municipios;1662;Valverde de Alcalá;4;3;3;3;4;4;4;4;3;
Municipios;1678;Velilla de San Antonio;5;5;6;6;5;6;5;6;7;
Municipios;1684;Vellón (El);13;11;10;9;11;11;9;8;10;
Municipios;1697;Venturada;3;4;4;3;4;4;4;4;4;
Municipios;1718;Villa del Prado;182;200;206;188;179;164;175;163;149;
Municipios;1701;Villaconejos;89;83;78;83;79;84;62;61;64;
Municipios;1723;Villalbilla;5;5;5;4;7;7;9;7;7;
Municipios;1739;Villamanrique de Tajo;24;21;22;22;21;22;19;19;19;
Municipios;1744;Villamanta;48;43;43;42;36;38;32;30;27;
Municipios;1757;Villamantilla;4;4;4;5;6;6;4;5;4;
Municipios;1782;Villanueva de Perales;11;10;10;11;9;10;10;9;10;
Municipios;1760;Villanueva de la Cañada;21;22;20;22;21;19;20;20;21;
Municipios;1776;Villanueva del Pardillo;23;16;9;11;12;13;11;10;10;
Municipios;1795;Villar del Olmo;4;4;6;5;5;4;5;5;4;
Municipios;1809;Villarejo de Salvanés;52;54;53;52;56;59;60;58;60;
Municipios;1816;Villaviciosa de Odón;27;30;25;22;22;25;20;20;23;
Municipios;1821;Villavieja del Lozoya;3;3;3;3;4;3;3;3;3;
Municipios;1837;Zarzalejo;10;10;13;12;12;10;10;8;8;
